,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,Link,College WS
884,2012,203113,quincy,miller,Quincy Miller,SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,30.5,36.0,11.05,,3.48,8.0,,,,,,,,,,,,,,,,,,,,,,,,quincy-miller-1,3.5
885,2012,203183,tony,mitchell,Tony Mitchell,SG,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,31.5,40.0,11.72,,3.47,14.0,,,,,,,,,,,,,,,,,,,,,,,,tony-mitchell-1,0.4
886,2012,203102,arnett,moultrie,Arnett Moultrie,PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,33.5,37.5,11.32,,3.22,10.0,,,,,,,,,,,,,,,,,,,,,,,,arnett-moultrie-1,6.9
887,2012,203122,kevin,murphy,Kevin Murphy,SG,77.0,6' 5'',78.25,6' 6.25'',194.0,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,31.0,36.5,10.97,,3.42,11.0,,,,,,,,,,,,,,,,,,,,,,,,kevin-murphy-1,3.7
888,2012,203094,andrew,nicholson,Andrew Nicholson,PF,80.5,6' 8.5'',81.5,6' 9.5'',234.0,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,28.5,30.5,11.89,,3.67,10.0,,,,,,,,,,,,,,,,,,,,,,,,andrew-nicholson-1,5.8
889,2012,203124,kyle,o'quinn,Kyle O'Quinn,PF,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,31.5,31.5,11.65,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,kyle-o'quinn-1,N/A
890,2012,203101,miles,plumlee,Miles Plumlee,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,34.0,40.5,10.64,,3.36,15.0,,,,,,,,,,,,,,,,,,,,,,,,miles-plumlee-1,3.1
891,2012,203085,austin,rivers,Austin Rivers,SG-PG,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,32.5,37.5,11.54,,3.32,1.0,,,,,,,,,,,,,,,,,,,,,,,,austin-rivers-1,3.5
892,2012,203080,thomas,robinson,Thomas Robinson,PF,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,28.5,35.5,11.96,,3.17,15.0,,,,,,,,,,,,,,,,,,,,,,,,thomas-robinson-1,N/A
893,2012,203082,terrence,ross,Terrence Ross,SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,31.0,37.5,11.78,,3.28,2.0,,,,,,,,,,,,,,,,,,,,,,,,terrence-ross-1,4.9
894,2012,203107,tomas,satoransky,Tomas Satoransky,PG-SG,78.5,6' 6.5'',79.5,6' 7.5'',200.6,79.25,6' 7.25'',100.0,8' 4'',5.2,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomas-satoransky-1,N/A
895,2012,203118,mike,scott,Mike Scott,PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,27.0,32.5,11.59,,3.44,14.0,,,,,,,,,,,,,,,,,,,,,,,,mike-scott-1,1.1
896,2012,203156,henry,sims,Henry Sims,C-PF,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,26.5,29.5,12.33,,3.44,7.0,,,,,,,,,,,,,,,,,,,,,,,,henry-sims-1,3.9
897,2012,203096,jared,sullinger,Jared Sullinger,PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,29.5,31.0,12.77,,3.81,9.0,,,,,,,,,,,,,,,,,,,,,,,,jared-sullinger-1,7.9
898,2012,203116,tyshawn,taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',76.0,6' 4'',177.0,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,tyshawn-taylor-1,5.2
899,2012,12507,jordan,taylor,Jordan Taylor,PG,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,33.0,36.5,10.57,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,jordan-taylor-1,7.0
900,2012,203106,jeff,taylor,Jeff Taylor,SF-SG,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,33.5,40.0,10.87,,3.29,15.0,,,,,,,,,,,,,,,,,,,,,,,,jeff-taylor-1,N/A
901,2012,203104,marquis,teague,Marquis Teague,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,,3.19,8.0,,,,,,,,,,,,,,,,,,,,,,,,marquis-teague-1,3.5
902,2012,203138,hollis,thompson,Hollis Thompson,SF,78.75,6' 6.75'',80.0,6' 8'',206.0,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,28.5,36.5,11.72,,3.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,hollis-thompson-1,4.5
903,2012,203079,dion,waiters,Dion Waiters,SG,74.5,6' 2.5'',76.0,6' 4'',221.0,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dion-waiters-1,5.0
904,2012,203091,royce,white,Royce White,PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royce-white-1,4.1
905,2012,203100,tony,wroten,Tony Wroten,PG,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,30.0,35.5,10.75,,3.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,tony-wroten-1,3.2
906,2012,203092,tyler,zeller,Tyler Zeller,PF-C,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,30.0,34.0,11.13,,3.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,tyler-zeller-1,7.1
907,2013,203500,steven,adams,Steven Adams,C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,4-5,3-5,4-5,4-5,3-5,,,,,,2-5,2-5,2-5,3-5,2-5,,,,,,,,,steven-adams-1,3.5
908,2013,203505,vander,blue,Vander Blue,SG,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,28.0,37.5,10.4,2.7,3.14,4.0,,,,,,2-5,3-5,3-5,4-5,4-5,2-5,4-5,4-5,3-5,3-5,,,,,,,,,vander-blue-1,3.5
909,2013,203485,lorenzo,brown,Lorenzo Brown,PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,,,,,,3-5,1-5,3-5,4-5,4-5,3-5,1-5,4-5,1-5,4-5,,,,,,,,,lorenzo-brown-1,3.6
910,2013,203493,reggie,bullock,Reggie Bullock,SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,,,,,,2-5,5-5,3-5,5-5,4-5,2-5,5-5,2-5,4-5,4-5,,,,,,,,,reggie-bullock-1,0.2
911,2013,203504,trey,burke,Trey Burke,PG,71.75,5' 11.75'',73.25,6' 1.25'',187.0,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3.0,,,,,,,,,,,,,,,,,,,,,,,,trey-burke-1,8.6
912,2013,203484,kentavious,caldwell-pope,Kentavious Caldwell-Pope,SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,,,,,,2-5,3-5,2-5,3-5,3-5,1-5,3-5,4-5,2-5,3-5,,,,,,,,,kentavious-caldwell-pope-1,6.2
913,2013,203477,isaiah,canaan,Isaiah Canaan,PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,,,,,,3-5,2-5,2-5,4-5,4-5,4-5,2-5,3-5,3-5,4-5,,,,,,,,,isaiah-canaan-1,5.9
914,2013,203478,jackie,carmichael,Jackie Carmichael,PF,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,30.0,32.0,11.83,3.07,3.35,13.0,2-5,3-5,5-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,,,,,,,,,,,,,,jackie-carmichael-1,4.9
915,2013,203487,michael,carter-williams,Michael Carter-Williams,PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,,,,,,,,,,,,,,,,,,,,,,,,michael-carter-williams-1,6.1
916,2013,12524,will,clyburn,Will Clyburn,SF-SG,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,28.0,34.5,11.68,3.12,3.38,3.0,,,,,,3-5,4-5,1-5,1-5,5-5,1-5,4-5,4-5,5-5,3-5,,,,,,,,,will-clyburn-1,4.0
917,2013,203496,robert,covington,Robert Covington,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,29.5,36.0,11.69,3.1,3.34,9.0,3-5,2-5,4-5,5-5,4-5,,,,,,4-5,2-5,3-5,2-5,4-5,,,,,,,,,robert-covington-1,3.7
918,2013,203459,allen,crabbe,Allen Crabbe,SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,,,,,,5-5,2-5,4-5,4-5,3-5,3-5,3-5,4-5,5-5,2-5,,,,,,,,,allen-crabbe-1,5.1
919,2013,203552,seth,curry,Seth Curry,SG,73.0,6' 1'',75.0,6' 3'',179.2,76.0,6' 4'',97.5,8' 1.5'',9.6,8.0,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seth-curry-1,4.0
920,2013,203561,brandon,davies,Brandon Davies,PF,80.5,6' 8.5'',82.25,6' 10.25'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',8.6,9.0,11.0,26.0,31.5,11.22,3.14,3.5,7.0,3-5,3-5,4-5,3-5,4-5,1-5,4-5,2-5,3-5,3-5,,,,,,,,,,,,,,brandon-davies-1,5.5
921,2013,203473,dewayne,dedmon,Dewayne Dedmon,C,82.0,6' 10'',83.5,6' 11.5'',238.8,88.0,7' 4'',109.0,9' 1'',8.35,9.0,11.0,28.0,32.5,12.75,3.26,3.4,8.0,1-5,2-5,2-5,5-5,3-5,2-5,1-5,4-5,3-5,3-5,,,,,,,,,,,,,,dewayne-dedmon-1,2.2
922,2013,203476,gorgui,dieng,Gorgui Dieng,C,81.75,6' 9.75'',82.75,6' 10.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',5.35,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgui-dieng-1,5.6
923,2013,203516,james,ennis,James Ennis,SF,77.75,6' 5.75'',79.0,6' 7'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',4.5,8.5,8.75,29.5,36.5,11.55,3.06,3.4,7.0,,,,,,2-5,4-5,3-5,3-5,2-5,2-5,3-5,2-5,5-5,4-5,,,,,,,,,james-ennis-1,4.7
924,2013,203467,carrick,felix,Carrick Felix,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,32.0,38.5,11.16,3.09,3.25,15.0,,,,,,,,,,,4-5,4-5,1-5,4-5,2-5,,,,,,,,,carrick-felix-1,5.1
925,2013,203479,jamaal,franklin,Jamaal Franklin,SG-SF,76.0,6' 4'',77.25,6' 5.25'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',8.25,8.5,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamaal-franklin-1,5.3
926,2013,203497,rudy,gobert,Rudy Gobert,C,84.5,7' 0.5'',86.0,7' 2'',237.6,92.5,7' 8.5'',115.0,9' 7'',4.4,9.75,10.0,25.0,29.0,12.85,3.19,3.57,7.0,3-5,3-5,4-5,4-5,2-5,,,,,,,,,,,,,,,,,,,rudy-gobert-1,N/A
927,2013,203462,archie,goodwin,Archie Goodwin,SG,75.75,6' 3.75'',77.25,6' 5.25'',189.0,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,,,,,,3-5,5-5,2-5,2-5,4-5,3-5,1-5,3-5,3-5,0-5,,,,,,,,,archie-goodwin-1,3.1
928,2013,203475,erick,green,Erick Green,PG,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,,,,,,5.0,,,,,,2-5,4-5,1-5,4-5,3-5,3-5,3-5,1-5,3-5,3-5,,,,,,,,,erick-green-1,6.5
929,2013,203501,tim,hardaway jr.,Tim Hardaway Jr.,SG,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,31.5,37.5,10.68,2.93,3.25,16.0,,,,,,2-5,4-5,5-5,3-5,1-5,3-5,5-5,5-5,4-5,2-5,,,,,,,,,tim-hardaway jr-1,N/A
930,2013,203524,solomon,hill,Solomon Hill,SF,77.5,6' 5.5'',79.0,6' 7'',226.0,81.0,6' 9'',103.0,8' 7'',7.6,9.0,10.5,29.5,37.5,10.77,2.91,3.19,14.0,,,,,,4-5,3-5,2-5,2-5,4-5,4-5,4-5,3-5,3-5,3-5,,,,,,,,,solomon-hill-1,5.1
931,2013,203494,richard,howell,Richard Howell,PF,78.25,6' 6.25'',79.5,6' 7.5'',249.6,82.25,6' 10.25'',105.5,8' 9.5'',8.75,8.75,9.5,,,,,,,3-5,2-5,4-5,3-5,2-5,3-5,1-5,3-5,1-5,0-5,,,,,,,,,,,,,,richard-howell-1,5.4
932,2013,203470,colton,iverson,Colton Iverson,C,82.5,6' 10.5'',84.0,7' 0'',262.8,86.0,7' 2'',110.0,9' 2'',9.6,9.25,9.5,26.5,30.0,11.52,3.04,3.52,12.0,1-5,2-5,4-5,3-5,2-5,3-5,2-5,1-5,2-5,2-5,,,,,,,,,,,,,,colton-iverson-1,5.1
933,2013,203510,pierre,jackson,Pierre Jackson,PG,69.5,5' 9.5'',70.5,5' 10.5'',176.0,70.0,5' 10'',90.0,7' 6'',4.5,7.5,8.25,,,,,,,,,,,,3-5,3-5,2-5,3-5,2-5,1-5,4-5,2-5,2-5,4-5,,,,,,,,,pierre-jackson-1,7.0
934,2013,203511,grant,jerrett,Grant Jerrett,PF,80.75,6' 8.75'',82.25,6' 10.25'',232.0,86.0,7' 2'',109.0,9' 1'',10.05,8.5,9.25,28.5,34.0,11.85,3.23,3.51,2.0,5-5,4-5,4-5,4-5,3-5,,,,,,5-5,4-5,1-5,4-5,2-5,,,,,,,,,grant-jerrett-1,2.3
935,2013,203509,myck,kabongo,Myck Kabongo,PG,73.25,6' 1.25'',74.75,6' 2.75'',180.4,78.25,6' 6.25'',98.0,8' 2'',6.0,8.25,9.0,27.5,33.5,10.64,2.86,3.44,2.0,,,,,,1-5,2-5,4-5,2-5,2-5,1-5,2-5,1-5,0-5,1-5,,,,,,,,,myck-kabongo-1,1.6
936,2013,203483,kenny,kadji,Kenny Kadji,PF-C,80.75,6' 8.75'',82.0,6' 10'',241.6,87.0,7' 3'',106.5,8' 10.5'',7.45,9.0,10.25,34.0,38.0,11.47,2.88,3.44,9.0,1-5,3-5,3-5,2-5,3-5,2-5,4-5,1-5,4-5,2-5,,,,,,,,,,,,,,kenny-kadji-1,1.5
937,2013,203527,ryan,kelly,Ryan Kelly,PF,81.75,6' 9.75'',83.75,6' 11.75'',228.0,83.5,6' 11.5'',110.0,9' 2'',14.75,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ryan-kelly-1,0.3
938,2013,203499,shane,larkin,Shane Larkin,PG,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,34.5,44.0,10.64,3.03,3.08,12.0,,,,,,2-5,0-5,4-5,3-5,2-5,5-5,3-5,2-5,4-5,2-5,,,,,,,,,shane-larkin-1,6.5
939,2013,203495,ricky,ledo,Ricky Ledo,SG,76.75,6' 4.75'',78.0,6' 6'',197.2,79.25,6' 7.25'',102.5,8' 6.5'',10.25,8.5,9.25,27.0,33.5,10.72,3.16,3.32,4.0,,,,,,4-5,4-5,4-5,3-5,2-5,1-5,2-5,2-5,3-5,4-5,,,,,,,,,ricky-ledo-1,N/A
940,2013,203458,alex,len,Alex Len,C,,,,,,87.5,7' 3.5'',,,6.4,9.0,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex-len-1,5.0
941,2013,203466,cj,leslie,CJ Leslie,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',209.2,86.25,7' 2.25'',104.5,8' 8.5'',7.95,8.75,9.0,32.5,40.5,10.19,2.79,3.1,,,,,,,,,,,,,,,,,,,,,,,,,cj-leslie-1,3.4
942,2013,203522,trevor,mbakwe,Trevor Mbakwe,PF,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,30.0,36.5,12.01,2.97,3.32,21.0,2-5,3-5,1-5,4-5,3-5,3-5,3-5,3-5,1-5,1-5,,,,,,,,,,,,,,trevor-mbakwe-1,0.2
943,2013,203492,ray,mccallum,Ray McCallum,PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25,5.0,,,,,,0-5,5-5,3-5,1-5,3-5,1-5,5-5,2-5,3-5,2-5,,,,,,,,,ray-mccallum-1,N/A
944,2013,203468,cj,mccollum,CJ McCollum,PG-SG,74.25,6' 2.25'',75.25,6' 3.25'',197.0,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,,,,,,,,,,,,,,,,,,,,,,,,cj-mccollum-1,2.4
945,2013,203463,ben,mclemore,Ben McLemore,SG,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,32.5,42.0,11.87,3.11,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,ben-mclemore-1,6.5
946,2013,203502,tony,mitchell,Tony Mitchell,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,33.5,38.0,11.82,3.25,3.52,13.0,3-5,3-5,3-5,3-5,3-5,2-5,3-5,5-5,3-5,2-5,,,,,,,,,,,,,,tony-mitchell-1,0.4
947,2013,203498,shabazz,muhammad,Shabazz Muhammad,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,,,,,,3-5,1-5,2-5,2-5,2-5,3-5,1-5,2-5,1-5,1-5,,,,,,,,,shabazz-muhammad-1,3.7
948,2013,203513,erik,murphy,Erik Murphy,PF,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57,13.0,4-5,3-5,3-5,1-5,4-5,,,,,,5-5,3-5,2-5,3-5,5-5,,,,,,,,,erik-murphy-1,6.0
949,2013,203488,mike,muscala,Mike Muscala,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,28.0,33.5,11.76,2.99,3.44,5.0,4-5,5-5,5-5,4-5,3-5,2-5,5-5,4-5,5-5,1-5,,,,,,,,,,,,,,mike-muscala-1,8.3
950,2013,203457,nerlens,noel,Nerlens Noel,C,82.0,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110.0,9' 2'',4.15,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nerlens-noel-1,3.9
951,2013,203506,victor,oladipo,Victor Oladipo,SG,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,33.0,42.0,10.69,3.14,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,victor-oladipo-1,6.7
952,2013,203482,kelly,olynyk,Kelly Olynyk,PF-C,82.75,6' 10.75'',84.0,7' 0'',234.0,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,4-5,3-5,3-5,3-5,3-5,,,,,,4-5,2-5,3-5,1-5,3-5,,,,,,,,,kelly-olynyk-1,6.7
953,2013,203464,brandon,paul,Brandon Paul,SG,74.75,6' 2.75'',76.0,6' 4'',201.0,82.25,6' 10.25'',98.0,8' 2'',5.25,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15.0,,,,,,3-5,1-5,3-5,3-5,2-5,3-5,1-5,3-5,3-5,3-5,,,,,,,,,brandon-paul-1,4.6
954,2013,203658,norvel,pelle,Norvel Pelle,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',207.2,86.5,7' 2.5'',109.0,9' 1'',5.15,8.75,9.5,31.0,34.5,11.49,3.2,3.32,0.0,5-5,5-5,4-5,3-5,3-5,1-5,1-5,1-5,2-5,1-5,,,,,,,,,,,,,,norvel-pelle-1,N/A
955,2013,203486,mason,plumlee,Mason Plumlee,C-PF,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,,,,,,,,,,,,,,,,,,,,,,,,mason-plumlee-1,6.9
956,2013,203490,otto,porter,Otto Porter,SF,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,27.0,36.0,11.25,3.06,3.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,otto-porter-1,7.1
957,2013,203515,phil,pressey,Phil Pressey,PG,69.5,5' 9.5'',71.5,5' 11.5'',177.0,74.25,6' 2.25'',92.0,7' 8'',4.7,7.75,9.75,33.0,38.5,10.86,3.02,3.13,7.0,,,,,,3-5,3-5,4-5,3-5,0-5,3-5,3-5,4-5,3-5,2-5,,,,,,,,,phil-pressey-1,3.4
958,2013,203318,glen,rice,Glen Rice,SF-SG,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,33.0,40.5,10.99,3.08,3.25,10.0,,,,,,2-5,4-5,2-5,3-5,3-5,2-5,1-5,1-5,4-5,2-5,,,,,,,,,glen-rice-1,N/A
959,2013,203460,andre,roberson,Andre Roberson,PF-SF,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,,,,,,2-5,3-5,4-5,3-5,2-5,3-5,1-5,0-5,2-5,1-5,,,,,,,,,andre-roberson-1,4.3
960,2013,203471,dennis,schroder,Dennis Schroder,PG,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,30.0,34.0,11.09,2.86,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,dennis-schroder-1,N/A
961,2013,203491,peyton,siva,Peyton Siva,PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16,15.0,,,,,,5-5,3-5,3-5,4-5,3-5,4-5,2-5,4-5,2-5,4-5,,,,,,,,,peyton-siva-1,5.3
962,2013,203503,tony,snell,Tony Snell,SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,,,,,,3-5,5-5,4-5,4-5,4-5,4-5,3-5,5-5,3-5,2-5,,,,,,,,,tony-snell-1,3.6
963,2013,203480,james,southerland,James Southerland,SF-PF,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,29.0,32.0,10.9,3.03,3.38,5.0,,,,,,5-5,3-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,2-5,,,,,,,,,james-southerland-1,5.5
964,2013,203519,adonis,thomas,Adonis Thomas,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,,,,,,1-5,4-5,4-5,4-5,1-5,4-5,4-5,2-5,3-5,2-5,,,,,,,,,adonis-thomas-1,3.2
