,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,Link,College WS
416,2005,101236,charles,hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',78.75,6' 6.75'',232.4,82.0,6' 10'',104.5,8' 8.5'',,,,30.0,33.0,10.7,,3.34,20.0,,,,,,,,,,,,,,,,,,,,,,,,charles-hayes-1,N/A
417,2005,101129,luther,head,Luther Head,PG-SG,74.0,6' 2'',75.0,6' 3'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',,,,31.5,38.5,11.12,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,,luther-head-1,7.2
418,2005,101125,julius,hodge,Julius Hodge,SG-SF,78.0,6' 6'',79.0,6' 7'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',,,,24.5,29.0,10.89,,3.18,14.0,,,,,,,,,,,,,,,,,,,,,,,,julius-hodge-1,5.1
419,2005,12112,jared,homan,Jared Homan,C-PF,79.75,6' 7.75'',80.75,6' 8.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,jared-homan-1,4.3
420,2005,101141,ersan,ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',81.0,6' 9'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',,,,22.0,30.0,11.59,,3.56,2.0,,,,,,,,,,,,,,,,,,,,,,,,ersan-ilyasova-1,N/A
421,2005,101127,jarrett,jack,Jarrett Jack,PG,74.5,6' 2.5'',75.5,6' 3.5'',197.6,79.5,6' 7.5'',100.0,8' 4'',,,,26.0,28.5,10.87,,3.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,jarrett-jack-1,6.1
422,2005,101204,dwayne,jones,Dwayne Jones,C-PF,80.5,6' 8.5'',82.0,6' 10'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',,,,28.0,31.5,11.87,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,dwayne-jones-1,5.9
423,2005,12113,mindaugas,katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',217.0,83.0,6' 11'',105.5,8' 9.5'',,,,31.5,35.0,11.6,,3.38,7.0,,,,,,,,,,,,,,,,,,,,,,,,mindaugas-katelynas-1,4.6
424,2005,201318,jason,klotz,Jason Klotz,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',249.4,82.0,6' 10'',107.5,8' 11.5'',,,,21.5,27.0,13.13,,3.68,12.0,,,,,,,,,,,,,,,,,,,,,,,,jason-klotz-1,2.3
425,2005,-1,carl,krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',72.75,6' 0.75'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',,,,26.0,31.0,11.62,,3.38,8.0,,,,,,,,,,,,,,,,,,,,,,,,carl-krauser-1,4.1
426,2005,101247,keith,langford,Keith Langford,SG-SF,74.25,6' 2.25'',75.5,6' 3.5'',203.2,81.0,6' 9'',101.0,8' 5'',,,,32.0,29.5,11.38,,3.23,8.0,,,,,,,,,,,,,,,,,,,,,,,,keith-langford-1,2.8
427,2005,101135,david,lee,David Lee,PF,79.75,6' 7.75'',81.0,6' 9'',229.5,84.0,7' 0'',106.5,8' 10.5'',,,,30.5,32.5,10.8,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,david-lee-1,5.0
428,2005,12114,david,lucas,David Lucas,PF,78.5,6' 6.5'',79.75,6' 7.75'',233.4,84.0,7' 0'',103.5,8' 7.5'',,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,david-lucas-1,3.0
429,2005,101249,john,lucas iii,John Lucas III,PG,69.25,5' 9.25'',70.5,5' 10.5'',154.4,72.0,6' 0'',92.0,7' 8'',,,,29.0,34.0,10.44,,3.14,4.0,,,,,,,,,,,,,,,,,,,,,,,,john-lucas iii-1,N/A
430,2005,101185,rawle,marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85.0,7' 1'',104.0,8' 8'',,,,30.5,37.0,11.64,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,,rawle-marshall-1,0.3
431,2005,101131,jason,maxiell,Jason Maxiell,PF,77.0,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jason-maxiell-1,7.3
432,2005,101118,sean,may,Sean May,PF,79.0,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105.0,8' 9'',,,,30.0,33.0,11.04,,3.29,12.0,,,,,,,,,,,,,,,,,,,,,,,,sean-may-1,7.7
433,2005,101119,rashad,mccants,Rashad McCants,SG,74.75,6' 2.75'',76.0,6' 4'',201.0,82.75,6' 10.75'',103.5,8' 7.5'',,,,32.5,34.5,10.39,,3.11,15.0,,,,,,,,,,,,,,,,,,,,,,,,rashad-mccants-1,5.0
434,2005,200829,ivan,mcfarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81.0,6' 9'',105.5,8' 9.5'',,,,26.5,32.0,10.64,,3.27,10.0,,,,,,,,,,,,,,,,,,,,,,,,ivan-mcfarlin-1,5.9
435,2005,12115,juan,mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84.0,7' 0'',106.5,8' 10.5'',,,,29.0,33.0,11.7,,3.24,14.0,,,,,,,,,,,,,,,,,,,,,,,,juan-mendez-1,6.6
436,2005,101223,aaron,miles,Aaron Miles,PG,72.0,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94.0,7' 10'',,,,32.0,37.5,10.69,,3.22,7.0,,,,,,,,,,,,,,,,,,,,,,,,aaron-miles-1,4.1
437,2005,12116,ellis,myles,Ellis Myles,PF,78.0,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,,26.0,28.5,12.8,,3.42,15.0,,,,,,,,,,,,,,,,,,,,,,,,ellis-myles-1,5.4
438,2005,12117,larry,o'bannon,Larry O'Bannon,SG,75.0,6' 3'',76.25,6' 4.25'',196.0,78.0,6' 6'',99.5,8' 3.5'',,,,31.5,36.5,11.44,,3.18,17.0,,,,,,,,,,,,,,,,,,,,,,,,larry-o'bannon-1,N/A
439,2005,12118,drago,pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',83.0,6' 11'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',,,,25.0,30.5,12.12,,3.48,11.0,,,,,,,,,,,,,,,,,,,,,,,,drago-pasalic-1,N/A
440,2005,101108,chris,paul,Chris Paul,PG,71.75,5' 11.75'',73.0,6' 1'',178.0,76.25,6' 4.25'',93.0,7' 9'',,,,32.0,38.0,11.09,,3.22,10.0,,,,,,,,,,,,,,,,,,,,,,,,chris-paul-1,4.6
441,2005,200819,kevin,pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',82.25,6' 10.25'',259.2,82.5,6' 10.5'',106.0,8' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin-pittsnogle-1,6.8
442,2005,201225,carlos,powell,Carlos Powell,SF-PF,77.25,6' 5.25'',78.75,6' 6.75'',221.8,82.75,6' 10.75'',105.0,8' 9'',,,,27.5,34.5,11.54,,3.21,12.0,,,,,,,,,,,,,,,,,,,,,,,,carlos-powell-1,5.0
443,2005,101232,roger,powell,Roger Powell,SF,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',104.0,8' 8'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roger-powell-1,5.4
444,2005,101179,ronnie,price,Ronnie Price,PG,72.75,6' 0.75'',74.25,6' 2.25'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',,,,31.5,39.0,10.49,,3.29,11.0,,,,,,,,,,,,,,,,,,,,,,,,ronnie-price-1,0.4
445,2005,101194,anthony,roberson,Anthony Roberson,PG,72.75,6' 0.75'',74.5,6' 2.5'',178.8,74.75,6' 2.75'',95.0,7' 11'',,,,31.5,37.0,11.17,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,anthony-roberson-1,4.6
446,2005,201575,brandon,rush,Brandon Rush,SG-SF,77.0,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',,,,32.5,35.0,11.33,,3.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,brandon-rush-1,5.1
447,2005,101195,luke,schenscher,Luke Schenscher,C,83.75,6' 11.75'',85.5,7' 1.5'',241.6,89.0,7' 5'',111.5,9' 3.5'',,,,23.5,26.5,12.4,,3.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,luke-schenscher-1,4.4
448,2005,101134,wayne,simien,Wayne Simien,PF,79.25,6' 7.25'',81.0,6' 9'',255.8,84.0,7' 0'',107.0,8' 11'',,,,27.0,27.5,11.05,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,,wayne-simien-1,5.7
449,2005,12120,tre,simmons,Tre Simmons,SG-SF,76.0,6' 4'',77.0,6' 5'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',,,,27.0,31.5,10.8,,3.18,3.0,,,,,,,,,,,,,,,,,,,,,,,,tre-simmons-1,4.2
450,2005,12121,david,simon,David Simon,C-PF,80.0,6' 8'',81.5,6' 9.5'',258.8,87.5,7' 3.5'',108.0,9' 0'',,,,28.0,33.0,11.98,,3.44,18.0,,,,,,,,,,,,,,,,,,,,,,,,david-simon-1,2.6
451,2005,101147,chris,taft,Chris Taft,PF,80.5,6' 8.5'',81.5,6' 9.5'',261.0,85.75,7' 1.75'',109.0,9' 1'',,,,28.5,33.0,11.26,,3.27,14.0,,,,,,,,,,,,,,,,,,,,,,,,chris-taft-1,4.8
452,2005,12122,chris,thomas,Chris Thomas,PG,71.75,5' 11.75'',73.0,6' 1'',176.2,75.0,6' 3'',95.0,7' 11'',,,,28.5,34.0,10.84,,3.33,14.0,,,,,,,,,,,,,,,,,,,,,,,,chris-thomas-1,0.0
453,2005,12119,omar,thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200.0,80.0,6' 8'',102.0,8' 6'',,,,25.0,29.5,11.11,,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,omar-thomas-1,6.9
454,2005,101159,dijon,thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dijon-thompson-1,4.0
455,2005,101142,ronny,turiaf,Ronny Turiaf,PF,80.0,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,,30.5,33.0,11.5,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,ronny-turiaf-1,4.8
456,2005,101111,charlie,villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',81.5,6' 9.5'',236.6,84.25,7' 0.25'',109.0,9' 1'',,,,26.0,31.0,10.86,,3.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,charlie-villanueva-1,4.8
457,2005,101124,hakim,warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',215.0,86.0,7' 2'',108.0,9' 0'',,,,33.0,38.0,,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,,hakim-warrick-1,7.5
458,2005,101110,martell,webster,Martell Webster,SF,78.0,6' 6'',79.5,6' 7.5'',229.6,83.0,6' 11'',106.0,8' 10'',,,,28.0,30.5,11.39,,3.39,7.0,,,,,,,,,,,,,,,,,,,,,,,,martell-webster-1,N/A
459,2005,101156,robert,whaley,Robert Whaley,PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',,,,28.5,33.5,12.11,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,robert-whaley-1,0.1
460,2005,101107,marvin,williams,Marvin Williams,PF-SF,79.0,6' 7'',80.25,6' 8.25'',228.2,87.5,7' 3.5'',108.0,9' 0'',,,,29.5,35.0,11.11,,3.17,12.0,,,,,,,,,,,,,,,,,,,,,,,,marvin-williams-1,4.8
461,2005,101114,deron,williams,Deron Williams,PG,73.75,6' 1.75'',74.75,6' 2.75'',202.4,78.25,6' 6.25'',98.0,8' 2'',,,,30.0,35.0,10.83,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,deron-williams-1,4.6
462,2005,101214,jawad,williams,Jawad Williams,SF,79.0,6' 7'',80.0,6' 8'',218.0,85.25,7' 1.25'',106.5,8' 10.5'',,,,28.0,34.0,11.39,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,jawad-williams-1,5.0
463,2005,101120,antoine,wright,Antoine Wright,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',,,,26.5,29.5,11.45,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,antoine-wright-1,5.9
464,2005,101152,bracey,wright,Bracey Wright,SG-PG,73.25,6' 1.25'',74.5,6' 2.5'',186.8,82.0,6' 10'',100.5,8' 4.5'',,,,30.0,36.0,11.58,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,,bracey-wright-1,3.3
465,2006,12123,kenny,adeleke,Kenny Adeleke,PF-C,78.5,6' 6.5'',79.75,6' 7.75'',250.0,82.25,6' 10.25'',104.0,8' 8'',10.5,,,28.5,30.5,11.57,,3.47,26.0,,,,,,,,,,,,,,,,,,,,,,,,kenny-adeleke-1,9.0
466,2006,200772,maurice,ager,Maurice Ager,SG-PG,75.25,6' 3.25'',76.5,6' 4.5'',203.0,79.75,6' 7.75'',101.5,8' 5.5'',8.0,,,29.5,35.0,11.73,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,,maurice-ager-1,4.5
467,2006,200746,lamarcus,aldridge,LaMarcus Aldridge,PF-C,82.0,6' 10'',83.25,6' 11.25'',234.0,88.75,7' 4.75'',110.0,9' 2'',8.7,,,26.5,34.0,12.02,,3.43,8.0,,,,,,,,,,,,,,,,,,,,,,,,lamarcus-aldridge-1,8.7
468,2006,201165,morris,almond,Morris Almond,SG-SF,76.75,6' 4.75'',78.0,6' 6'',214.0,82.0,6' 10'',102.5,8' 6.5'',6.9,,,31.0,35.5,11.45,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,morris-almond-1,7.1
469,2006,200811,lou,amundson,Lou Amundson,PF,79.2,6' 7.2'',80.0,6' 8'',221.0,83.5,6' 11.5'',103.5,8' 7.5'',6.8,,,32.0,35.5,10.58,,3.2,14.0,,,,,,,,,,,,,,,,,,,,,,,,lou-amundson-1,N/A
470,2006,202151,rashad,anderson,Rashad Anderson,SG,75.25,6' 3.25'',76.5,6' 4.5'',224.0,79.0,6' 7'',100.0,8' 4'',17.3,,,27.5,32.5,11.77,,3.48,13.0,,,,,,,,,,,,,,,,,,,,,,,,rashad-anderson-1,3.5
471,2006,200756,hilton,armstrong,Hilton Armstrong,C-PF,81.5,6' 9.5'',82.25,6' 10.25'',240.0,88.0,7' 4'',109.0,9' 1'',6.3,,,28.5,31.5,12.28,,3.53,13.0,,,,,,,,,,,,,,,,,,,,,,,,hilton-armstrong-1,5.9
472,2006,200788,james,augustine,James Augustine,PF,80.25,6' 8.25'',81.75,6' 9.75'',227.0,84.25,7' 0.25'',104.0,8' 8'',5.5,,,30.0,32.5,10.54,,3.25,13.0,,,,,,,,,,,,,,,,,,,,,,,,james-augustine-1,8.6
473,2006,200764,renaldo,balkman,Renaldo Balkman,SF-PF,77.25,6' 5.25'',78.5,6' 6.5'',206.0,85.0,7' 1'',104.5,8' 8.5'',4.9,,,30.5,35.0,11.58,,3.22,9.0,,,,,,,,,,,,,,,,,,,,,,,,renaldo-balkman-1,5.6
474,2006,12124,j.p.,batista,J.P. Batista,PF,79.5,6' 7.5'',80.5,6' 8.5'',265.0,82.0,6' 10'',103.5,8' 7.5'',12.0,,,26.0,30.5,11.62,,3.38,26.0,,,,,,,,,,,,,,,,,,,,,,,,jp-batista-1,6.6
475,2006,200807,will,blalock,Will Blalock,PG,71.25,5' 11.25'',72.5,6' 0.5'',194.0,78.0,6' 6'',96.5,8' 0.5'',7.2,,,35.0,40.0,11.08,,3.18,8.0,,,,,,,,,,,,,,,,,,,,,,,,will-blalock-1,2.9
476,2006,200847,brandon,bowman,Brandon Bowman,SF,78.75,6' 6.75'',80.25,6' 8.25'',209.0,83.5,6' 11.5'',103.0,8' 7'',8.4,,,31.0,34.0,11.41,,3.31,24.0,,,,,,,,,,,,,,,,,,,,,,,,brandon-bowman-1,3.4
477,2006,200758,ronnie,brewer,Ronnie Brewer,SG-PG,77.75,6' 5.75'',78.75,6' 6.75'',223.0,83.25,6' 11.25'',103.5,8' 7.5'',5.0,,,35.0,41.0,11.32,,3.14,19.0,,,,,,,,,,,,,,,,,,,,,,,,ronnie-brewer-1,5.3
478,2006,200787,denham,brown,Denham Brown,SG-SF,76.0,6' 4'',77.0,6' 5'',218.0,81.5,6' 9.5'',102.5,8' 6.5'',9.0,,,28.0,34.5,11.42,,3.25,12.0,,,,,,,,,,,,,,,,,,,,,,,,denham-brown-1,2.5
479,2006,12125,brad,buckman,Brad Buckman,PF,79.25,6' 7.25'',80.75,6' 8.75'',238.0,84.0,7' 0'',107.5,8' 11.5'',10.5,,,25.5,30.5,12.26,,3.54,10.0,,,,,,,,,,,,,,,,,,,,,,,,brad-buckman-1,5.2
480,2006,12126,nik,caner-medley,Nik Caner-Medley,SF,78.5,6' 6.5'',80.0,6' 8'',234.0,81.0,6' 9'',103.0,8' 7'',9.6,,,28.5,35.5,10.57,,3.21,17.0,,,,,,,,,,,,,,,,,,,,,,,,nik-caner-medley-1,3.8
481,2006,200760,rodney,carney,Rodney Carney,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',204.0,82.0,6' 10'',103.5,8' 7.5'',5.3,,,32.0,38.5,10.57,,3.06,10.0,,,,,,,,,,,,,,,,,,,,,,,,rodney-carney-1,5.5
482,2006,12127,keydren,clark,Keydren Clark,PG,69.0,5' 9'',70.25,5' 10.25'',184.0,74.5,6' 2.5'',92.5,7' 8.5'',11.6,,,31.0,34.0,11.03,,3.11,13.0,,,,,,,,,,,,,,,,,,,,,,,,keydren-clark-1,4.4
483,2006,200776,mardy,collins,Mardy Collins,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',224.0,82.0,6' 10'',103.0,8' 7'',10.0,,,31.5,37.5,12.0,,3.27,9.0,,,,,,,,,,,,,,,,,,,,,,,,mardy-collins-1,4.8
484,2006,12128,taquan,dean,Taquan Dean,SG-PG,74.0,6' 2'',75.0,6' 3'',183.0,78.75,6' 6.75'',98.0,8' 2'',3.9,,,30.5,34.5,10.53,,3.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,taquan-dean-1,4.0
485,2006,12129,terence,dials,Terence Dials,PF-C,79.75,6' 7.75'',81.0,6' 9'',253.0,84.0,7' 0'',106.0,8' 10'',15.8,,,26.5,30.0,11.54,,3.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,terence-dials-1,5.9
486,2006,12130,sean,dockery,Sean Dockery,PG-SG,72.75,6' 0.75'',74.0,6' 2'',182.0,76.5,6' 4.5'',95.5,7' 11.5'',7.3,,,29.0,33.0,10.88,,3.34,4.0,,,,,,,,,,,,,,,,,,,,,,,,sean-dockery-1,2.6
487,2006,200770,jordan,farmar,Jordan Farmar,PG,72.75,6' 0.75'',74.0,6' 2'',171.0,75.0,6' 3'',94.5,7' 10.5'',4.4,,,33.5,42.0,11.07,,3.17,11.0,,,,,,,,,,,,,,,,,,,,,,,,jordan-farmar-1,3.9
488,2006,200751,randy,foye,Randy Foye,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',212.0,78.25,6' 6.25'',97.0,8' 1'',10.0,,,32.0,38.0,10.53,,3.23,14.0,,,,,,,,,,,,,,,,,,,,,,,,randy-foye-1,5.7
489,2006,12185,torin,francis,Torin Francis,PF-C,81.0,6' 9'',82.0,6' 10'',247.0,85.0,7' 1'',105.5,8' 9.5'',12.4,,,26.5,32.0,11.97,,3.51,9.0,,,,,,,,,,,,,,,,,,,,,,,,torin-francis-1,2.9
490,2006,200752,rudy,gay,Rudy Gay,SF-PF,79.0,6' 7'',80.0,6' 8'',222.0,87.0,7' 3'',107.5,8' 11.5'',5.7,,,33.0,40.5,11.03,,3.32,9.0,,,,,,,,,,,,,,,,,,,,,,,,rudy-gay-1,5.2
491,2006,12186,nick,george,Nick George,SF-SG,76.0,6' 4'',77.75,6' 5.75'',201.0,82.0,6' 10'',103.0,8' 7'',6.0,,,30.5,38.0,11.69,,3.25,14.0,,,,,,,,,,,,,,,,,,,,,,,,nick-george-1,4.3
492,2006,12187,taj,gray,Taj Gray,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',231.0,84.75,7' 0.75'',107.0,8' 11'',6.8,,,28.5,33.0,11.02,,3.45,10.0,,,,,,,,,,,,,,,,,,,,,,,,taj-gray-1,5.5
493,2006,12188,dan,grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',78.0,6' 6'',216.0,78.25,6' 6.25'',99.0,8' 3'',10.4,,,28.0,33.5,11.3,,3.46,16.0,,,,,,,,,,,,,,,,,,,,,,,,dan-grunfeld-1,1.8
494,2006,12189,matt,haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',83.0,6' 11'',219.0,84.25,7' 0.25'',107.5,8' 11.5'',9.8,,,27.5,31.5,11.34,,3.46,10.0,,,,,,,,,,,,,,,,,,,,,,,,matt-haryasz-1,4.1
495,2006,12190,eric,hicks,Eric Hicks,PF,76.75,6' 4.75'',77.5,6' 5.5'',238.0,85.5,7' 1.5'',105.5,8' 9.5'',7.1,,,30.0,34.0,12.06,,3.34,20.0,,,,,,,,,,,,,,,,,,,,,,,,eric-hicks-1,6.1
496,2006,12191,tedric,hill,Tedric Hill,SF-PF,79.75,6' 7.75'',81.0,6' 9'',236.0,85.0,7' 1'',107.0,8' 11'',7.3,,,30.0,36.5,12.23,,3.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,tedric-hill-1,N/A
497,2006,200812,daniel,horton,Daniel Horton,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',198.0,79.0,6' 7'',96.5,8' 0.5'',8.0,,,30.0,36.5,10.35,,3.16,17.0,,,,,,,,,,,,,,,,,,,,,,,,daniel-horton-1,4.9
498,2006,200784,bobby,jones,Bobby Jones,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',211.0,81.5,6' 9.5'',101.5,8' 5.5'',8.0,,,28.5,34.5,11.23,,3.28,15.0,,,,,,,,,,,,,,,,,,,,,,,,bobby-jones-1,N/A
499,2006,200780,solomon,jones,Solomon Jones,PF-C,80.5,6' 8.5'',81.75,6' 9.75'',224.0,88.75,7' 4.75'',109.0,9' 1'',7.4,,,32.0,39.0,11.27,,3.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,solomon-jones-1,3.6
500,2006,12192,viktor,keyru,Viktor Keyru,SG-PG,77.25,6' 5.25'',78.0,6' 6'',202.0,81.25,6' 9.25'',104.0,8' 8'',5.5,,,29.0,34.5,11.4,,3.24,11.0,,,,,,,,,,,,,,,,,,,,,,,,viktor-keyru-1,N/A
501,2006,12193,marco,killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',78.75,6' 6.75'',266.0,87.0,7' 3'',104.0,8' 8'',19.0,,,28.0,32.0,11.42,,3.34,13.0,,,,,,,,,,,,,,,,,,,,,,,,marco-killingsworth-1,10.2
502,2006,200814,tarence,kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',77.5,6' 5.5'',179.0,78.75,6' 6.75'',100.5,8' 4.5'',4.1,,,29.0,35.5,10.67,,3.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,tarence-kinsey-1,5.5
503,2006,12194,carl,krauser,Carl Krauser,PG,71.75,5' 11.75'',72.75,6' 0.75'',190.0,78.25,6' 6.25'',97.0,8' 1'',8.0,,,26.0,31.0,11.62,,3.38,8.0,,,,,,,,,,,,,,,,,,,,,,,,carl-krauser-1,4.1
504,2006,200840,chris,mccray,Chris McCray,SG,75.0,6' 3'',76.0,6' 4'',187.0,77.75,6' 5.75'',96.5,8' 0.5'',9.6,,,30.5,39.0,11.46,,3.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,chris-mccray-1,2.8
505,2006,201019,gerry,mcnamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',72.5,6' 0.5'',177.0,72.75,6' 0.75'',92.5,7' 8.5'',12.8,,,27.0,32.0,11.28,,3.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,gerry-mcnamara-1,3.2
506,2006,200822,pops,mensah-bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',81.0,6' 9'',232.0,84.0,7' 0'',105.5,8' 9.5'',5.8,,,31.5,36.0,11.47,,3.29,19.0,,,,,,,,,,,,,,,,,,,,,,,,pops-mensah-bonsu-1,3.5
507,2006,200859,paul,miller,Paul Miller,PF-C,80.5,6' 8.5'',81.25,6' 9.25'',251.0,84.0,7' 0'',101.5,8' 5.5'',13.8,,,29.0,35.5,12.25,,3.66,25.0,,,,,,,,,,,,,,,,,,,,,,,,paul-miller-1,4.8
508,2006,200794,paul,millsap,Paul Millsap,PF,78.25,6' 6.25'',79.25,6' 7.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',9.7,,,28.5,32.5,11.67,,3.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,paul-millsap-1,10.8
509,2006,201383,dwayne,mitchell,Dwayne Mitchell,SG-SF,74.0,6' 2'',75.25,6' 3.25'',208.0,78.5,6' 6.5'',98.5,8' 2.5'',4.5,,,37.5,41.5,11.45,,3.16,17.0,,,,,,,,,,,,,,,,,,,,,,,,dwayne-mitchell-1,1.0
510,2006,200747,adam,morrison,Adam Morrison,SF,78.5,6' 6.5'',79.75,6' 7.75'',198.0,82.0,6' 10'',105.0,8' 9'',6.8,,,25.5,30.5,11.46,,3.37,11.0,,,,,,,,,,,,,,,,,,,,,,,,adam-morrison-1,6.8
