,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,College WS
186,2002,12050,sean,kennedy,Sean Kennedy,PG,74.13069306930693,182.0,74.5,96.0,6.420143540669856,8.291353383458647,8.971804511278195,22.5,26.5,11.64,4.1
187,2002,12051,kris,lang,Kris Lang,C-PF,82.78658536585365,242.0,83.75,109.0,10.178125,8.895833333333334,9.916666666666666,28.0,29.0,11.36,1.3
188,2002,12052,muhammed,lasege,Muhammed Lasege,C-PF,82.78658536585365,228.0,86.0,108.5,10.178125,8.895833333333334,9.916666666666666,27.5,30.0,12.96,0.2
189,2002,12053,steve,logan,Steve Logan,PG,74.13069306930693,207.0,71.75,92.5,6.420143540669856,8.291353383458647,8.971804511278195,29.826834862385322,35.884792626728114,11.076405529953917,8.0
190,2002,2677,kevin,lyde,Kevin Lyde,C-PF,82.78658536585365,278.0,86.0,109.5,10.178125,8.895833333333334,9.916666666666666,27.5,30.5,12.97,3.6
191,2002,2432,tito,maddox,Tito Maddox,PG,74.13069306930693,200.0,77.0,99.0,6.420143540669856,8.291353383458647,8.971804511278195,27.0,32.5,12.2,2.2
193,2002,-1,chris,massie,Chris Massie,PF,81.06697247706421,248.0,84.0,107.0,8.297264573991031,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,4.7
194,2002,12055,immanuel,mcelroy,Immanuel McElroy,SG,77.0844387755102,191.0,78.5,100.0,6.669059405940595,8.537337662337663,9.238636363636363,29.96578947368421,36.07631578947368,11.106666666666667,4.1
195,2002,12056,aaron,mcghee,Aaron McGhee,PF-SF,80.90322580645162,255.0,82.0,105.5,8.627380952380953,8.886363636363637,9.613636363636363,26.0,28.5,12.24,0.8
196,2002,12057,elvin,mims,Elvin Mims,SF-SG,78.57638888888889,211.0,85.5,105.5,6.669736842105263,8.7125,9.2875,32.0,38.0,11.17,3.6
197,2002,12058,byron,mouton,Byron Mouton,SG-SF,78.06458333333333,213.0,82.25,102.0,6.6845070422535215,8.636904761904763,9.363095238095237,24.0,30.0,11.84,3.5
200,2002,2442,chris,owens,Chris Owens,PF-SF,80.90322580645162,237.0,83.5,104.0,8.627380952380953,8.886363636363637,9.613636363636363,28.54901960784314,33.40196078431372,11.583877551020409,1.1
201,2002,2457,jannero,pargo,Jannero Pargo,PG,74.13069306930693,168.0,74.5,96.0,6.420143540669856,8.291353383458647,8.971804511278195,25.5,29.5,11.11,4.1
202,2002,2470,smush,parker,Smush Parker,PG-SG,75.52222222222223,179.0,82.0,107.5,7.0026,8.302631578947368,9.078947368421053,21.0,28.5,12.3,2.7
203,2002,2458,luke,recker,Luke Recker,SG-SF,78.06458333333333,198.0,79.0,101.0,6.6845070422535215,8.636904761904763,9.363095238095237,25.5,31.0,10.78,7.0
204,2002,12061,rolan,roberts,Rolan Roberts,PF,81.06697247706421,241.0,85.0,105.5,8.297264573991031,8.996644295302014,9.674496644295303,32.5,37.5,11.36,9.5
205,2002,12062,travis,robinson,Travis Robinson,SF,79.70833333333333,211.0,82.5,104.5,6.9714285714285715,8.788461538461538,9.439903846153847,26.0,33.0,11.96,0.3
206,2002,2416,kareem,rush,Kareem Rush,SG-SF,78.06458333333333,199.0,81.75,103.5,6.6845070422535215,8.636904761904763,9.363095238095237,26.0,30.0,11.86,4.7
207,2002,12063,brooks,sales,Brooks Sales,PF-C,82.11810344827587,232.0,82.0,108.0,9.297540983606558,9.235294117647058,9.875,26.0,29.5,11.05,4.4
208,2002,2422,john,salmons,John Salmons,SF-SG,78.57638888888889,207.0,82.25,104.0,6.669736842105263,8.7125,9.2875,30.5,34.5,11.35,4.9
209,2002,2453,predrag,savovic,Predrag Savovic,SG,77.0844387755102,212.0,79.0,102.0,6.669059405940595,8.537337662337663,9.238636363636363,22.5,28.5,10.94,-0.3
210,2002,201324,julian,sensley,Julian Sensley,PF-SF,80.90322580645162,228.0,83.5,105.5,8.627380952380953,8.886363636363637,9.613636363636363,27.5,31.5,11.85,3.4
211,2002,12064,israel,sheinfeld,Israel Sheinfeld,PF-C,82.11810344827587,239.0,81.75,106.5,9.297540983606558,9.235294117647058,9.875,28.107142857142858,32.364285714285714,11.801428571428572,4.6
212,2002,12065,preston,shumpert,Preston Shumpert,SF,79.70833333333333,197.0,80.5,103.5,6.9714285714285715,8.788461538461538,9.439903846153847,28.5,29.0,11.03,5.9
213,2002,2447,tamar,slay,Tamar Slay,SF,79.70833333333333,203.0,83.5,104.0,6.9714285714285715,8.788461538461538,9.439903846153847,32.5,38.0,10.94,3.2
214,2002,2443,darius,songaila,Darius Songaila,PF,81.06697247706421,240.0,85.0,108.5,8.297264573991031,8.996644295302014,9.674496644295303,24.5,29.5,11.69,5.2
216,2002,2445,marcus,taylor,Marcus Taylor,PG,74.13069306930693,181.0,76.5,98.5,6.420143540669856,8.291353383458647,8.971804511278195,27.5,33.5,11.25,2.9
217,2002,12297,jobey,thomas,Jobey Thomas,SG,77.0844387755102,183.0,77.75,99.5,6.669059405940595,8.537337662337663,9.238636363636363,26.0,32.0,11.46,4.6
218,2002,2402,dajuan,wagner,Dajuan Wagner,PG-SG,75.52222222222223,193.0,74.0,99.0,7.0026,8.302631578947368,9.078947368421053,28.0,35.0,12.03,4.1
219,2002,2404,chris,wilcox,Chris Wilcox,PF-C,82.11810344827587,218.0,85.0,107.5,9.297540983606558,9.235294117647058,9.875,31.0,34.5,11.43,4.0
220,2002,2421,frank,williams,Frank Williams,PG,74.13069306930693,212.0,80.0,100.5,6.420143540669856,8.291353383458647,8.971804511278195,26.0,31.0,11.73,3.8
221,2002,2465,george,williams,George Williams,PF-SF,80.90322580645162,214.0,84.5,103.0,8.627380952380953,8.886363636363637,9.613636363636363,33.5,39.0,11.21,1.8
222,2002,2398,jay,williams,Jay Williams,PG,74.13069306930693,197.0,75.5,97.0,6.420143540669856,8.291353383458647,8.971804511278195,28.5,36.0,10.34,6.3
224,2002,2428,vincent,yarbrough,Vincent Yarbrough,SF,79.70833333333333,202.0,84.5,104.5,6.9714285714285715,8.788461538461538,9.439903846153847,30.0,34.0,11.7,3.6
225,2003,200995,aloysius,anagonye,Aloysius Anagonye,PF,81.06697247706421,257.0,86.5,106.0,10.5,8.996644295302014,9.674496644295303,31.0,34.5,12.93,4.1
226,2003,12072,rick,anderson,Rick Anderson,SF-PF,80.2108695652174,216.0,83.0,106.5,9.9,8.732142857142858,9.482142857142858,26.0,30.5,11.23,4.5
227,2003,2546,carmelo,anthony,Carmelo Anthony,SF,79.70833333333333,233.0,84.0,105.5,8.0,8.788461538461538,9.439903846153847,30.5,33.5,11.4,5.8
229,2003,2559,troy,bell,Troy Bell,PG,74.13069306930693,178.0,77.0,97.5,5.3,8.291353383458647,8.971804511278195,34.5,41.0,10.89,6.2
230,2003,12073,lavell,blanchard,LaVell Blanchard,SF,79.70833333333333,205.0,78.0,101.5,11.7,8.788461538461538,9.439903846153847,33.5,36.5,11.64,3.6
231,2003,2586,keith,bogans,Keith Bogans,SG,77.0844387755102,213.0,81.25,101.0,8.0,8.537337662337663,9.238636363636363,29.5,35.0,11.43,5.0
232,2003,2588,matt,bonner,Matt Bonner,PF-SF,80.90322580645162,242.0,80.75,105.5,13.6,8.886363636363637,9.613636363636363,27.0,32.0,11.52,5.5
233,2003,2547,chris,bosh,Chris Bosh,PF,81.06697247706421,225.0,87.5,109.0,8.0,8.996644295302014,9.674496644295303,30.5,33.0,11.8,6.4
234,2003,2651,jermaine,boyette,Jermaine Boyette,PG-SG,75.52222222222223,187.0,76.0,96.0,7.3,8.302631578947368,9.078947368421053,29.0,35.5,11.2,6.7
236,2003,2679,matt,carroll,Matt Carroll,SG-SF,78.06458333333333,207.0,78.5,98.5,6.7,8.636904761904763,9.363095238095237,29.0,33.5,11.11,5.0
237,2003,2555,nick,collison,Nick Collison,PF,81.06697247706421,255.0,85.5,108.0,17.0,8.996644295302014,9.674496644295303,28.0,33.0,11.62,9.1
238,2003,2567,brian,cook,Brian Cook,PF-SF,80.90322580645162,234.0,86.0,109.0,10.5,8.886363636363637,9.613636363636363,25.0,29.0,11.87,5.6
239,2003,12074,joel,cornette,Joel Cornette,PF-SF,80.90322580645162,239.0,81.25,105.5,12.9,8.886363636363637,9.613636363636363,26.0,32.5,11.27,4.5
240,2003,2605,marquis,daniels,Marquis Daniels,SG-PG,76.04464285714286,198.0,82.0,103.5,4.0,8.557692307692308,9.326923076923077,30.5,35.0,11.62,5.5
242,2003,12076,ruben,douglas,Ruben Douglas,SG,77.0844387755102,193.0,79.25,100.5,6.0,8.537337662337663,9.238636363636363,28.5,35.0,11.95,0.9
243,2003,2648,ronald,dupree,Ronald Dupree,SF-SG,78.57638888888889,209.0,80.25,101.0,6.7,8.7125,9.2875,37.5,41.5,11.09,4.6
244,2003,2606,carl,english,Carl English,SG-PG,76.04464285714286,201.0,77.25,98.5,8.0,8.557692307692308,9.326923076923077,28.0,34.0,11.77,4.0
245,2003,12077,ebi,ere,Ebi Ere,SG,77.0844387755102,210.0,82.5,102.0,14.1,8.537337662337663,9.238636363636363,29.5,33.5,11.38,2.6
246,2003,12078,marquis,estill,Marquis Estill,PF-C,82.11810344827587,257.0,88.0,108.0,11.7,9.235294117647058,9.875,30.0,36.0,12.92,5.7
247,2003,2551,t.j.,ford,T.J. Ford,PG,74.13069306930693,162.0,71.5,93.5,6.7,8.291353383458647,8.971804511278195,32.5,39.5,11.45,4.3
248,2003,12079,jason,gardner,Jason Gardner,PG,74.13069306930693,194.0,73.0,92.0,9.3,8.291353383458647,8.971804511278195,30.5,35.0,10.62,3.8
249,2003,2584,willie,green,Willie Green,SG-PG,76.04464285714286,201.0,79.25,100.0,8.0,8.557692307692308,9.326923076923077,28.5,28.5,11.86,5.8
250,2003,12080,justin,hamilton,Justin Hamilton,PG-SG,75.52222222222223,217.0,83.0,103.0,8.0,8.302631578947368,9.078947368421053,30.0,37.5,11.18,4.0
251,2003,2580,travis,hansen,Travis Hansen,SG,77.0844387755102,200.0,78.5,100.5,6.0,8.537337662337663,9.238636363636363,31.5,35.0,10.72,4.6
252,2003,12081,trevor,harvey,Trevor Harvey,C-PF,82.78658536585365,245.0,85.0,109.5,10.5,8.895833333333334,9.916666666666666,29.5,32.0,11.85,3.2
253,2003,2618,marcus,hatten,Marcus Hatten,PG,74.13069306930693,163.0,78.25,98.0,4.0,8.291353383458647,8.971804511278195,29.5,37.5,11.5,5.4
254,2003,2550,kirk,hinrich,Kirk Hinrich,PG-SG,75.52222222222223,186.0,78.0,98.5,5.3,8.302631578947368,9.078947368421053,29.0,33.5,10.98,6.3
255,2003,12082,jerry,holman,Jerry Holman,PF,81.06697247706421,232.0,87.25,109.5,6.0,8.996644295302014,9.674496644295303,33.0,37.5,11.54,3.6
256,2003,12083,sam,hoskin,Sam Hoskin,PF,81.06697247706421,261.0,82.75,107.5,8.297264573991031,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,2.1
257,2003,2572,josh,howard,Josh Howard,SF-SG,78.57638888888889,202.0,86.0,105.5,6.0,8.7125,9.2875,33.0,36.5,10.89,7.0
258,2003,2599,brandon,hunter,Brandon Hunter,PF,81.06697247706421,266.0,86.75,105.5,8.0,8.996644295302014,9.674496644295303,32.5,35.0,11.13,3.7
261,2003,12086,robert,jackson,Robert Jackson,PF-C,82.11810344827587,254.0,84.0,107.5,15.9,9.235294117647058,9.875,23.5,26.0,11.26,7.8
263,2003,2639,britton,johnsen,Britton Johnsen,SF-PF,80.2108695652174,212.0,82.75,107.5,7.3,8.732142857142858,9.482142857142858,26.5,32.5,10.67,2.8
264,2003,2592,james,jones,James Jones,SF,79.70833333333333,218.0,86.5,107.5,6.7,8.788461538461538,9.439903846153847,30.5,33.0,11.18,4.6
265,2003,2563,dahntay,jones,Dahntay Jones,SG-SF,78.06458333333333,214.0,81.0,102.5,2.6,8.636904761904763,9.363095238095237,30.0,39.5,10.91,5.5
266,2003,2549,chris,kaman,Chris Kaman,C-PF,82.78658536585365,252.0,83.75,110.5,16.3,8.895833333333334,9.916666666666666,23.5,30.5,11.33,6.8
267,2003,2574,jason,kapono,Jason Kapono,SG-SF,78.06458333333333,215.0,78.5,102.0,11.7,8.636904761904763,9.363095238095237,23.5,30.0,11.04,2.9
268,2003,12087,jason,keep,Jason Keep,C-PF,82.78658536585365,270.0,84.5,106.5,8.6,8.895833333333334,9.916666666666666,29.5,34.0,11.18,1.3
270,2003,2688,brandin,knight,Brandin Knight,PG,74.13069306930693,190.0,78.0,95.5,10.5,8.291353383458647,8.971804511278195,29.826834862385322,35.884792626728114,11.076405529953917,3.3
271,2003,2594,kyle,korver,Kyle Korver,SF,79.70833333333333,211.0,81.5,102.5,6.7,8.788461538461538,9.439903846153847,25.5,31.5,11.42,7.8
273,2003,12089,donald,little,Donald Little,PF-C,82.11810344827587,229.0,87.0,97.0,7.3,9.235294117647058,9.875,33.0,37.0,11.18,5.2
274,2003,2658,chris,marcus,Chris Marcus,C,83.58010752688172,334.0,92.0,114.0,23.1,9.194029850746269,9.936567164179104,27.0531914893617,31.05851063829787,12.107659574468084,0.2
275,2003,12090,chris,massie,Chris Massie,PF-C,82.11810344827587,259.0,85.0,106.5,14.8,9.235294117647058,9.875,26.5,33.0,12.48,4.7
276,2003,12091,will,mcdonald,Will McDonald,C-PF,82.78658536585365,258.0,87.5,109.5,13.6,8.895833333333334,9.916666666666666,25.0,32.5,11.83,3.5
278,2003,12092,jeff,newton,Jeff Newton,PF,81.06697247706421,199.0,85.0,106.0,5.3,8.996644295302014,9.674496644295303,27.5,34.0,11.18,3.8
279,2003,12093,uche,nsonwu-amadi,Uche Nsonwu-Amadi,PF-C,82.11810344827587,246.0,87.75,106.5,6.0,9.235294117647058,9.875,27.5,29.0,11.83,3.4
281,2003,101248,marlon,parmer,Marlon Parmer,PG,74.13069306930693,184.0,75.5,97.0,9.3,8.291353383458647,8.971804511278195,28.0,32.0,11.076405529953917,1.0
282,2003,12095,stephane,pelle,Stephane Pelle,PF-SF,80.90322580645162,246.0,86.0,107.0,12.4,8.886363636363637,9.613636363636363,28.5,33.0,11.37,3.7
283,2003,2632,kirk,penney,Kirk Penney,SG-SF,78.06458333333333,218.0,77.25,97.0,8.0,8.636904761904763,9.363095238095237,32.0,35.5,10.44,4.9
285,2003,2694,josh,powell,Josh Powell,PF-SF,80.90322580645162,227.0,85.0,107.5,8.0,8.886363636363637,9.613636363636363,32.5,38.5,11.72,4.0
286,2003,12096,hollis,price,Hollis Price,PG-SG,75.52222222222223,165.0,76.5,94.5,7.3,8.302631578947368,9.078947368421053,27.5,33.0,10.72,6.9
287,2003,2557,luke,ridnour,Luke Ridnour,PG,74.13069306930693,167.0,75.0,95.5,5.3,8.291353383458647,8.971804511278195,26.0,32.5,11.0,5.0
288,2003,12097,joe,shipp,Joe Shipp,SG,77.0844387755102,224.0,82.0,103.0,11.7,8.537337662337663,9.238636363636363,29.0,34.5,11.75,5.5
289,2003,12098,ron,slay,Ron Slay,SF-PF,80.2108695652174,236.0,82.0,103.5,16.3,8.732142857142858,9.482142857142858,28.5,31.5,12.01,4.7
290,2003,2604,theron,smith,Theron Smith,PF-SF,80.90322580645162,234.0,82.25,104.5,9.3,8.886363636363637,9.613636363636363,28.5,32.0,10.99,0.1
291,2003,2596,tommy,smith,Tommy Smith,PF-SF,80.90322580645162,200.0,86.5,107.5,6.7,8.886363636363637,9.613636363636363,30.0,33.0,11.54,3.9
292,2003,12099,marvin,stone,Marvin Stone,C-PF,82.78658536585365,261.0,87.5,109.5,17.4,8.895833333333334,9.916666666666666,25.5,27.5,12.1,4.5
295,2003,2548,dwyane,wade,Dwyane Wade,SG-SF,78.06458333333333,212.0,82.75,102.0,6.7,8.636904761904763,9.363095238095237,31.5,35.0,10.56,6.5
297,2003,2575,luke,walton,Luke Walton,SF-PF,80.2108695652174,235.0,80.5,104.0,9.3,8.732142857142858,9.482142857142858,28.0,34.06603773584906,11.503018867924528,2.7
298,2003,2561,david,west,David West,PF-SF,80.90322580645162,226.0,88.25,108.25,8.0,8.886363636363637,9.613636363636363,28.5,31.5,12.18,9.7
299,2003,2590,mo,williams,Mo Williams,PG-SG,75.52222222222223,189.0,77.5,98.5,6.7,8.302631578947368,9.078947368421053,29.452830188679247,35.33018867924528,11.191509433962263,4.1
300,2003,12102,wesley,wilson,Wesley Wilson,C-PF,82.78658536585365,257.0,87.0,110.5,12.4,8.895833333333334,9.916666666666666,27.0,30.5,12.19,1.2
301,2003,12103,doug,wrenn,Doug Wrenn,SF-PF,80.2108695652174,220.0,91.5,100.5,7.3,8.732142857142858,9.482142857142858,34.5,41.0,11.38,0.6
302,2003,2583,derrick,zimmerman,Derrick Zimmerman,PG,74.13069306930693,190.0,81.0,96.25,5.3,8.291353383458647,8.971804511278195,34.0,40.5,11.09,4.5
303,2004,2754,tony,allen,Tony Allen,SG,76.25,214.0,81.0,102.0,6.7,8.537337662337663,9.238636363636363,31.5,36.5,10.7,6.3
304,2004,2772,trevor,ariza,Trevor Ariza,SG-SF,80.25,201.0,86.0,107.5,8.0,8.636904761904763,9.363095238095237,29.5,32.0,11.63,1.0
305,2004,2857,andre,barrett,Andre Barrett,PG,69.75,171.0,73.0,92.0,6.7,8.291353383458647,8.971804511278195,29.0,34.5,10.63,5.0
306,2004,101138,brandon,bass,Brandon Bass,PF,79.25,246.0,86.5,106.5,9.3,8.996644295302014,9.674496644295303,31.5,33.0,11.61,5.5
308,2004,2800,tony,bobbitt,Tony Bobbitt,SG,76.0,185.0,79.0,100.0,7.3,8.537337662337663,9.238636363636363,29.96578947368421,36.07631578947368,11.106666666666667,4.6
309,2004,12173,brian,boddicker,Brian Boddicker,SF-PF,80.75,230.0,82.0,105.5,11.2,8.732142857142858,9.482142857142858,28.0,30.0,10.93,3.3
311,2004,2810,andre,brown,Andre Brown,PF-C,81.5,236.0,83.0,107.0,6.0,9.235294117647058,9.875,32.0,35.5,11.7,2.8
312,2004,2766,antonio,burks,Antonio Burks,PG,72.75,191.0,78.5,96.5,9.9,8.291353383458647,8.971804511278195,29.826834862385322,35.884792626728114,11.076405529953917,5.1
315,2004,12176,ales,chan,Ales Chan,C,86.0,255.0,87.0,113.0,14.8,9.194029850746269,9.936567164179104,21.0,29.0,12.9,0.1
316,2004,2735,josh,childress,Josh Childress,SG-SF,79.25,196.0,83.0,105.0,9.3,8.636904761904763,9.363095238095237,29.0,36.0,11.95,5.1
317,2004,200555,tj,cummings,TJ Cummings,SF,80.75,215.0,81.5,106.5,6.7,8.788461538461538,9.439903846153847,27.0,31.0,11.58,2.4
318,2004,2845,erik,daniels,Erik Daniels,SF-PF,79.5,223.0,83.0,106.0,18.5,8.732142857142858,9.482142857142858,31.0,32.0,11.38,5.3
319,2004,2736,luol,deng,Luol Deng,SF,80.0,220.0,84.5,108.5,6.7,8.788461538461538,9.439903846153847,27.5,31.5,11.46,5.6
320,2004,12177,marcus,douthit,Marcus Douthit,C-PF,83.0,223.0,88.0,111.5,13.7,8.895833333333334,9.916666666666666,25.5,31.5,11.64,3.6
321,2004,2768,chris,duhon,Chris Duhon,PG,73.25,193.0,78.5,98.0,6.7,8.291353383458647,8.971804511278195,31.5,35.0,10.45,4.3
322,2004,2823,john,edwards,John Edwards,C,85.0,264.0,88.5,113.0,14.1,9.194029850746269,9.936567164179104,27.0531914893617,31.05851063829787,12.107659574468084,5.7
323,2004,2765,andre,emmett,Andre Emmett,SG-SF,76.5,216.0,81.0,100.0,6.7,8.636904761904763,9.363095238095237,29.761904761904763,35.13529411764706,11.335999999999999,6.3
324,2004,2824,desmon,farmer,Desmon Farmer,SG,77.75,214.0,80.5,103.0,5.3,8.537337662337663,9.238636363636363,24.0,31.0,10.89,2.4
325,2004,2784,luis,flores,Luis Flores,PG-SG,73.75,202.0,79.5,98.5,6.0,8.302631578947368,9.078947368421053,29.0,32.0,10.97,0.9
326,2004,2782,matt,freije,Matt Freije,SF-PF,81.5,234.0,85.0,108.5,10.8,8.732142857142858,9.482142857142858,29.5,31.0,11.15,4.6
327,2004,12178,chris,garnett,Chris Garnett,C-PF,81.75,260.0,85.0,108.0,14.8,8.895833333333334,9.916666666666666,27.0,31.5,11.75,1.1
328,2004,101155,ryan,gomes,Ryan Gomes,SF-PF,79.75,248.0,86.0,106.5,7.656875,8.732142857142858,9.482142857142858,26.5,30.5,12.49,5.0
329,2004,2732,ben,gordon,Ben Gordon,PG-SG,74.25,192.0,80.5,99.0,5.3,8.302631578947368,9.078947368421053,31.5,37.5,11.28,7.0
330,2004,2734,devin,harris,Devin Harris,PG,75.0,170.0,79.5,98.5,5.3,8.291353383458647,8.971804511278195,30.5,37.0,11.03,7.8
332,2004,12179,rolando,howell,Rolando Howell,PF,80.5,229.0,84.5,107.0,11.7,8.996644295302014,9.674496644295303,28.5,34.5,11.91,2.2
333,2004,2743,kris,humphries,Kris Humphries,PF,81.5,238.0,84.5,106.5,6.7,8.996644295302014,9.674496644295303,29.5,36.0,11.33,3.5
334,2004,2738,andre,iguodala,Andre Iguodala,SG-SF,78.75,217.0,83.0,105.5,6.7,8.636904761904763,9.363095238095237,30.5,34.5,11.17,3.0
335,2004,12180,martin,iti,Martin Iti,C-PF,81.75,233.0,89.0,111.5,10.5,8.895833333333334,9.916666666666666,26.5,32.5,12.28,5.1
336,2004,2739,luke,jackson,Luke Jackson,SF-SG,79.0,212.0,80.5,103.0,8.0,8.7125,9.2875,26.5,36.0,11.1,5.5
338,2004,2865,arthur,johnson,Arthur Johnson,PF-C,80.5,262.0,87.0,109.0,16.3,9.235294117647058,9.875,26.5,28.5,11.81,4.2
340,2004,12182,herve,lamizana,Herve Lamizana,SF-PF,80.5,210.0,85.5,107.0,6.7,8.732142857142858,9.482142857142858,29.34259259259259,34.06603773584906,11.503018867924528,3.8
343,2004,12184,jaime,lloreda,Jaime Lloreda,PF,80.5,247.0,81.5,107.0,9.9,8.996644295302014,9.674496644295303,25.5,29.5,12.93,4.0
344,2004,12000,bryant,matthews,Bryant Matthews,SF-SG,78.75,206.0,84.5,105.5,6.7,8.7125,9.2875,29.0,34.5,11.08,6.0
345,2004,12001,marcus,melvin,Marcus Melvin,SF-PF,80.5,241.0,84.0,105.5,10.5,8.732142857142858,9.482142857142858,25.0,30.5,11.81,4.7
347,2004,2777,ricky,minard,Ricky Minard,PG-SG,76.25,198.0,79.0,101.5,8.0,8.302631578947368,9.078947368421053,27.5,33.0,10.94,3.7
348,2004,12002,james,moore,James Moore,PF-SF,80.0,198.0,84.5,107.0,8.0,8.886363636363637,9.613636363636363,28.5,32.5,11.01,5.6
349,2004,12003,marcus,moore,Marcus Moore,PG-SG,77.25,202.0,81.0,101.5,14.8,8.302631578947368,9.078947368421053,25.0,30.0,11.31,0.2
350,2004,12004,michel,morandais,Michel Morandais,SG-SF,76.75,205.0,83.5,102.0,8.6,8.636904761904763,9.363095238095237,30.5,33.5,11.45,2.9
351,2004,2749,jameer,nelson,Jameer Nelson,PG,72.5,199.0,74.5,95.0,8.0,8.291353383458647,8.971804511278195,28.5,33.5,10.95,6.6
353,2004,2731,emeka,okafor,Emeka Okafor,C-PF,82.0,257.0,88.0,110.5,5.3,8.895833333333334,9.916666666666666,31.5,34.0,12.32,9.9
355,2004,12007,dylan,page,Dylan Page,SF,80.75,239.0,79.0,105.0,12.3,8.788461538461538,9.439903846153847,26.0,30.0,10.99,5.5
357,2004,12008,rickey,paulding,Rickey Paulding,SG,76.0,210.0,81.5,101.5,5.3,8.537337662337663,9.238636363636363,30.0,36.0,11.14,2.5
359,2004,2773,tim,pickett,Tim Pickett,PG-SG,76.25,207.0,79.5,100.5,6.0,8.302631578947368,9.078947368421053,29.452830188679247,35.33018867924528,11.191509433962263,5.3
362,2004,2876,jared,reiner,Jared Reiner,C-PF,83.75,246.0,84.5,109.0,12.9,8.895833333333334,9.916666666666666,22.0,26.0,12.65,0.9
363,2004,101160,lawrence,roberts,Lawrence Roberts,PF,81.0,233.0,81.5,106.5,9.3,8.996644295302014,9.674496644295303,27.5,33.0,12.52,6.6
364,2004,2774,bernard,robinson,Bernard Robinson,SG-SF,78.5,208.0,82.0,102.0,6.0,8.636904761904763,9.363095238095237,28.5,34.5,10.91,3.5
365,2004,101126,nate,robinson,Nate Robinson,PG,69.0,181.0,73.0,91.5,6.7,8.291353383458647,8.971804511278195,35.5,43.5,10.75,4.9
366,2004,12011,aerick,sanders,Aerick Sanders,PF,79.5,205.0,83.5,106.0,6.7,8.996644295302014,9.674496644295303,24.5,30.5,11.98,5.5
367,2004,2781,romain,sato,Romain Sato,SG,75.25,204.0,83.0,102.5,6.0,8.537337662337663,9.238636363636363,31.5,35.5,11.27,5.9
369,2004,2746,josh,smith,Josh Smith,SG-SF,80.25,221.0,84.0,106.5,6.7,8.636904761904763,9.363095238095237,32.5,39.5,11.43,0.1
371,2004,2745,kirk,snyder,Kirk Snyder,SG-SF,78.75,228.0,81.0,104.0,9.3,8.636904761904763,9.363095238095237,30.0,35.0,10.79,5.2
372,2004,2776,pape,sow,Pape Sow,PF-C,82.0,233.0,86.0,108.5,9.3,9.235294117647058,9.875,28.0,31.5,12.13,3.9
378,2004,2761,jackson,vroman,Jackson Vroman,PF-C,82.75,226.0,84.0,105.5,6.7,9.235294117647058,9.875,29.5,33.5,10.75,4.1
379,2004,2753,delonte,west,Delonte West,PG-SG,74.75,183.0,78.0,99.5,6.7,8.302631578947368,9.078947368421053,30.0,35.0,11.2,7.0
380,2004,2863,damien,wilkins,Damien Wilkins,SG-SF,78.0,222.0,84.0,106.0,7.3,8.636904761904763,9.363095238095237,26.5,31.0,11.92,5.3
382,2004,12293,nate,williams,Nate Williams,PF-SF,82.0,240.0,85.5,109.5,12.4,8.886363636363637,9.613636363636363,23.5,26.0,12.6,3.7
383,2004,12294,rashad,wright,Rashad Wright,PG,73.75,190.0,82.0,98.5,8.0,8.291353383458647,8.971804511278195,28.5,32.5,11.15,3.4
384,2005,101165,alex,acker,Alex Acker,SG,76.75,183.0,84.0,102.5,6.669059405940595,8.537337662337663,9.238636363636363,28.0,32.0,11.67,4.0
388,2005,101187,alan,anderson,Alan Anderson,SG-SF,78.0,223.2,81.5,104.0,6.6845070422535215,8.636904761904763,9.363095238095237,26.5,30.5,10.32,5.3
390,2005,101252,sean,banks,Sean Banks,SF,79.0,206.4,85.0,108.0,6.9714285714285715,8.788461538461538,9.439903846153847,25.0,31.5,11.74,1.4
391,2005,101188,eddie,basden,Eddie Basden,SG-SF,77.5,210.0,82.25,101.0,6.6845070422535215,8.636904761904763,9.363095238095237,33.0,36.5,10.52,4.7
392,2005,12105,mike,bell,Mike Bell,SF-PF,81.25,206.2,85.5,104.5,7.656875,8.732142857142858,9.482142857142858,33.5,39.5,11.73,0.2
393,2005,101106,andrew,bogut,Andrew Bogut,C-PF,84.25,250.6,87.0,110.5,10.178125,8.895833333333334,9.916666666666666,27.5,33.5,12.06,10.9
395,2005,101198,will,bynum,Will Bynum,PG-SG,71.5,188.8,75.5,93.0,7.0026,8.302631578947368,9.078947368421053,33.0,40.5,11.12,0.3
396,2005,12106,marcus,campbell,Marcus Campbell,C,84.25,280.4,90.0,114.0,9.239619047619048,9.194029850746269,9.936567164179104,27.0531914893617,31.05851063829787,12.107659574468084,0.0
397,2005,101215,will,conroy,Will Conroy,PG,74.0,188.6,75.0,96.5,6.420143540669856,8.291353383458647,8.971804511278195,30.5,36.5,10.51,2.9
