,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,College WS
398,2005,12107,taylor,coppenrath,Taylor Coppenrath,PF-SF,81.25,252.4,83.5,106.5,8.627380952380953,8.886363636363637,9.613636363636363,24.5,27.0,11.51,8.8
399,2005,101143,travis,diener,Travis Diener,PG-SG,73.0,165.2,71.75,93.5,7.0026,8.302631578947368,9.078947368421053,24.5,31.0,10.85,4.3
400,2005,101113,ike,diogu,Ike Diogu,PF,80.0,255.4,87.5,109.0,8.297264573991031,8.996644295302014,9.674496644295303,28.0,31.0,11.94,8.4
403,2005,101109,raymond,felton,Raymond Felton,PG,72.25,199.4,76.25,98.0,6.420143540669856,8.291353383458647,8.971804511278195,29.0,33.5,10.5,5.1
406,2005,12110,eddy,fobbs,Eddy Fobbs,C-PF,83.25,235.2,90.75,111.5,10.178125,8.895833333333334,9.916666666666666,29.5,34.0,11.53,3.5
407,2005,101213,sharrod,ford,Sharrod Ford,PF,80.25,212.8,85.5,106.0,8.297264573991031,8.996644295302014,9.674496644295303,28.5,37.0,11.92,4.4
408,2005,101112,channing,frye,Channing Frye,PF-C,82.5,243.6,86.5,110.5,9.297540983606558,9.235294117647058,9.875,27.5,31.0,11.6,7.4
409,2005,101184,deng,gai,Deng Gai,PF-C,81.25,214.0,88.5,110.5,9.297540983606558,9.235294117647058,9.875,31.5,35.5,12.51,5.5
410,2005,101128,francisco,garcia,Francisco Garcia,SF-SG,79.0,189.6,82.75,103.0,6.669736842105263,8.7125,9.2875,27.5,31.5,10.63,7.5
411,2005,12111,john,gilchrist,John Gilchrist,PG,74.5,195.2,81.25,96.5,6.420143540669856,8.291353383458647,8.971804511278195,30.5,36.5,11.48,3.1
413,2005,101121,joey,graham,Joey Graham,SF,78.5,216.6,80.0,104.0,6.9714285714285715,8.788461538461538,9.439903846153847,30.0,36.0,10.62,5.5
417,2005,101129,luther,head,Luther Head,PG-SG,75.0,178.8,77.25,98.5,7.0026,8.302631578947368,9.078947368421053,31.5,38.5,11.12,7.2
418,2005,101125,julius,hodge,Julius Hodge,SG-SF,79.0,202.2,84.5,107.5,6.6845070422535215,8.636904761904763,9.363095238095237,24.5,29.0,10.89,5.1
419,2005,12112,jared,homan,Jared Homan,C-PF,80.75,248.2,85.25,104.5,10.178125,8.895833333333334,9.916666666666666,27.086206896551722,31.137931034482758,12.069655172413793,4.3
421,2005,101127,jarrett,jack,Jarrett Jack,PG,75.5,197.6,79.5,100.0,6.420143540669856,8.291353383458647,8.971804511278195,26.0,28.5,10.87,6.1
422,2005,101204,dwayne,jones,Dwayne Jones,C-PF,82.0,242.2,86.75,108.5,10.178125,8.895833333333334,9.916666666666666,28.0,31.5,11.87,5.9
423,2005,12113,mindaugas,katelynas,Mindaugas Katelynas,SF-PF,80.5,217.0,83.0,105.5,7.656875,8.732142857142858,9.482142857142858,31.5,35.0,11.6,4.6
424,2005,201318,jason,klotz,Jason Klotz,C-PF,81.75,249.4,82.0,107.5,10.178125,8.895833333333334,9.916666666666666,21.5,27.0,13.13,2.3
425,2005,-1,carl,krauser,Carl Krauser,PG-SG,72.75,193.4,77.5,98.5,7.0026,8.302631578947368,9.078947368421053,26.0,31.0,11.62,4.1
426,2005,101247,keith,langford,Keith Langford,SG-SF,75.5,203.2,81.0,101.0,6.6845070422535215,8.636904761904763,9.363095238095237,32.0,29.5,11.38,2.8
427,2005,101135,david,lee,David Lee,PF,81.0,229.5,84.0,106.5,8.297264573991031,8.996644295302014,9.674496644295303,30.5,32.5,10.8,5.0
428,2005,12114,david,lucas,David Lucas,PF,79.75,233.4,84.0,103.5,8.297264573991031,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,3.0
430,2005,101185,rawle,marshall,Rawle Marshall,SG-SF,77.75,186.6,85.0,104.0,6.6845070422535215,8.636904761904763,9.363095238095237,30.5,37.0,11.64,0.3
431,2005,101131,jason,maxiell,Jason Maxiell,PF,78.25,257.6,87.25,107.0,8.297264573991031,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,7.3
432,2005,101118,sean,may,Sean May,PF,80.5,258.8,85.25,105.0,8.297264573991031,8.996644295302014,9.674496644295303,30.0,33.0,11.04,7.7
433,2005,101119,rashad,mccants,Rashad McCants,SG,76.0,201.0,82.75,103.5,6.669059405940595,8.537337662337663,9.238636363636363,32.5,34.5,10.39,5.0
434,2005,200829,ivan,mcfarlin,Ivan McFarlin,PF,78.75,228.6,81.0,105.5,8.297264573991031,8.996644295302014,9.674496644295303,26.5,32.0,10.64,5.9
435,2005,12115,juan,mendez,Juan Mendez,PF-SF,78.75,231.4,84.0,106.5,8.627380952380953,8.886363636363637,9.613636363636363,29.0,33.0,11.7,6.6
436,2005,101223,aaron,miles,Aaron Miles,PG,73.5,174.6,75.5,94.0,6.420143540669856,8.291353383458647,8.971804511278195,32.0,37.5,10.69,4.1
437,2005,12116,ellis,myles,Ellis Myles,PF,79.25,255.2,81.75,105.5,8.297264573991031,8.996644295302014,9.674496644295303,26.0,28.5,12.8,5.4
440,2005,101108,chris,paul,Chris Paul,PG,73.0,178.0,76.25,93.0,6.420143540669856,8.291353383458647,8.971804511278195,32.0,38.0,11.09,4.6
441,2005,200819,kevin,pittsnogle,Kevin Pittsnogle,PF,82.25,259.2,82.5,106.0,8.297264573991031,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,6.8
442,2005,201225,carlos,powell,Carlos Powell,SF-PF,78.75,221.8,82.75,105.0,7.656875,8.732142857142858,9.482142857142858,27.5,34.5,11.54,5.0
443,2005,101232,roger,powell,Roger Powell,SF,78.0,218.6,83.5,104.0,6.9714285714285715,8.788461538461538,9.439903846153847,29.545454545454547,35.019354838709674,11.359354838709677,5.4
444,2005,101179,ronnie,price,Ronnie Price,PG,74.25,184.8,77.5,96.5,6.420143540669856,8.291353383458647,8.971804511278195,31.5,39.0,10.49,0.4
445,2005,101194,anthony,roberson,Anthony Roberson,PG,74.5,178.8,74.75,95.0,6.420143540669856,8.291353383458647,8.971804511278195,31.5,37.0,11.17,4.6
446,2005,201575,brandon,rush,Brandon Rush,SG-SF,78.5,211.4,83.25,104.5,6.6845070422535215,8.636904761904763,9.363095238095237,32.5,35.0,11.33,5.1
447,2005,101195,luke,schenscher,Luke Schenscher,C,85.5,241.6,89.0,111.5,9.239619047619048,9.194029850746269,9.936567164179104,23.5,26.5,12.4,4.4
448,2005,101134,wayne,simien,Wayne Simien,PF,81.0,255.8,84.0,107.0,8.297264573991031,8.996644295302014,9.674496644295303,27.0,27.5,11.05,5.7
449,2005,12120,tre,simmons,Tre Simmons,SG-SF,77.0,194.2,79.5,102.5,6.6845070422535215,8.636904761904763,9.363095238095237,27.0,31.5,10.8,4.2
450,2005,12121,david,simon,David Simon,C-PF,81.5,258.8,87.5,108.0,10.178125,8.895833333333334,9.916666666666666,28.0,33.0,11.98,2.6
451,2005,101147,chris,taft,Chris Taft,PF,81.5,261.0,85.75,109.0,8.297264573991031,8.996644295302014,9.674496644295303,28.5,33.0,11.26,4.8
452,2005,12122,chris,thomas,Chris Thomas,PG,73.0,176.2,75.0,95.0,6.420143540669856,8.291353383458647,8.971804511278195,28.5,34.0,10.84,0.0
453,2005,12119,omar,thomas,Omar Thomas,SF-SG,76.5,200.0,80.0,102.0,6.669736842105263,8.7125,9.2875,25.0,29.5,11.11,6.9
454,2005,101159,dijon,thompson,Dijon Thompson,SF-SG,80.0,195.8,81.75,105.5,6.669736842105263,8.7125,9.2875,30.75,36.375,11.206279069767442,4.0
455,2005,101142,ronny,turiaf,Ronny Turiaf,PF,81.25,237.8,85.5,106.5,8.297264573991031,8.996644295302014,9.674496644295303,30.5,33.0,11.5,4.8
456,2005,101111,charlie,villanueva,Charlie Villanueva,PF-SF,81.5,236.6,84.25,109.0,8.627380952380953,8.886363636363637,9.613636363636363,26.0,31.0,10.86,4.8
457,2005,101124,hakim,warrick,Hakim Warrick,PF-SF,80.5,215.0,86.0,108.0,8.627380952380953,8.886363636363637,9.613636363636363,33.0,38.0,11.583877551020409,7.5
459,2005,101156,robert,whaley,Robert Whaley,PF-C,81.0,269.4,86.0,108.0,9.297540983606558,9.235294117647058,9.875,28.5,33.5,12.11,0.1
460,2005,101107,marvin,williams,Marvin Williams,PF-SF,80.25,228.2,87.5,108.0,8.627380952380953,8.886363636363637,9.613636363636363,29.5,35.0,11.11,4.8
461,2005,101114,deron,williams,Deron Williams,PG,74.75,202.4,78.25,98.0,6.420143540669856,8.291353383458647,8.971804511278195,30.0,35.0,10.83,4.6
462,2005,101214,jawad,williams,Jawad Williams,SF,80.0,218.0,85.25,106.5,6.9714285714285715,8.788461538461538,9.439903846153847,28.0,34.0,11.39,5.0
463,2005,101120,antoine,wright,Antoine Wright,SF-SG,78.25,202.6,80.75,104.5,6.669736842105263,8.7125,9.2875,26.5,29.5,11.45,5.9
464,2005,101152,bracey,wright,Bracey Wright,SG-PG,74.5,186.8,82.0,100.5,6.5390625,8.557692307692308,9.326923076923077,30.0,36.0,11.58,3.3
465,2006,12123,kenny,adeleke,Kenny Adeleke,PF-C,79.75,250.0,82.25,104.0,10.5,9.235294117647058,9.875,28.5,30.5,11.57,9.0
466,2006,200772,maurice,ager,Maurice Ager,SG-PG,76.5,203.0,79.75,101.5,8.0,8.557692307692308,9.326923076923077,29.5,35.0,11.73,4.5
467,2006,200746,lamarcus,aldridge,LaMarcus Aldridge,PF-C,83.25,234.0,88.75,110.0,8.7,9.235294117647058,9.875,26.5,34.0,12.02,8.7
468,2006,201165,morris,almond,Morris Almond,SG-SF,78.0,214.0,82.0,102.5,6.9,8.636904761904763,9.363095238095237,31.0,35.5,11.45,7.1
470,2006,202151,rashad,anderson,Rashad Anderson,SG,76.5,224.0,79.0,100.0,17.3,8.537337662337663,9.238636363636363,27.5,32.5,11.77,3.5
471,2006,200756,hilton,armstrong,Hilton Armstrong,C-PF,82.25,240.0,88.0,109.0,6.3,8.895833333333334,9.916666666666666,28.5,31.5,12.28,5.9
472,2006,200788,james,augustine,James Augustine,PF,81.75,227.0,84.25,104.0,5.5,8.996644295302014,9.674496644295303,30.0,32.5,10.54,8.6
473,2006,200764,renaldo,balkman,Renaldo Balkman,SF-PF,78.5,206.0,85.0,104.5,4.9,8.732142857142858,9.482142857142858,30.5,35.0,11.58,5.6
474,2006,12124,j.p.,batista,J.P. Batista,PF,80.5,265.0,82.0,103.5,12.0,8.996644295302014,9.674496644295303,26.0,30.5,11.62,6.6
475,2006,200807,will,blalock,Will Blalock,PG,72.5,194.0,78.0,96.5,7.2,8.291353383458647,8.971804511278195,35.0,40.0,11.08,2.9
476,2006,200847,brandon,bowman,Brandon Bowman,SF,80.25,209.0,83.5,103.0,8.4,8.788461538461538,9.439903846153847,31.0,34.0,11.41,3.4
477,2006,200758,ronnie,brewer,Ronnie Brewer,SG-PG,78.75,223.0,83.25,103.5,5.0,8.557692307692308,9.326923076923077,35.0,41.0,11.32,5.3
478,2006,200787,denham,brown,Denham Brown,SG-SF,77.0,218.0,81.5,102.5,9.0,8.636904761904763,9.363095238095237,28.0,34.5,11.42,2.5
479,2006,12125,brad,buckman,Brad Buckman,PF,80.75,238.0,84.0,107.5,10.5,8.996644295302014,9.674496644295303,25.5,30.5,12.26,5.2
480,2006,12126,nik,caner-medley,Nik Caner-Medley,SF,80.0,234.0,81.0,103.0,9.6,8.788461538461538,9.439903846153847,28.5,35.5,10.57,3.8
481,2006,200760,rodney,carney,Rodney Carney,SG-SF,77.75,204.0,82.0,103.5,5.3,8.636904761904763,9.363095238095237,32.0,38.5,10.57,5.5
482,2006,12127,keydren,clark,Keydren Clark,PG,70.25,184.0,74.5,92.5,11.6,8.291353383458647,8.971804511278195,31.0,34.0,11.03,4.4
483,2006,200776,mardy,collins,Mardy Collins,PG-SG,77.5,224.0,82.0,103.0,10.0,8.302631578947368,9.078947368421053,31.5,37.5,12.0,4.8
484,2006,12128,taquan,dean,Taquan Dean,SG-PG,75.0,183.0,78.75,98.0,3.9,8.557692307692308,9.326923076923077,30.5,34.5,10.53,4.0
485,2006,12129,terence,dials,Terence Dials,PF-C,81.0,253.0,84.0,106.0,15.8,9.235294117647058,9.875,26.5,30.0,11.54,5.9
486,2006,12130,sean,dockery,Sean Dockery,PG-SG,74.0,182.0,76.5,95.5,7.3,8.302631578947368,9.078947368421053,29.0,33.0,10.88,2.6
487,2006,200770,jordan,farmar,Jordan Farmar,PG,74.0,171.0,75.0,94.5,4.4,8.291353383458647,8.971804511278195,33.5,42.0,11.07,3.9
488,2006,200751,randy,foye,Randy Foye,SG-PG,75.25,212.0,78.25,97.0,10.0,8.557692307692308,9.326923076923077,32.0,38.0,10.53,5.7
489,2006,12185,torin,francis,Torin Francis,PF-C,82.0,247.0,85.0,105.5,12.4,9.235294117647058,9.875,26.5,32.0,11.97,2.9
490,2006,200752,rudy,gay,Rudy Gay,SF-PF,80.0,222.0,87.0,107.5,5.7,8.732142857142858,9.482142857142858,33.0,40.5,11.03,5.2
491,2006,12186,nick,george,Nick George,SF-SG,77.75,201.0,82.0,103.0,6.0,8.7125,9.2875,30.5,38.0,11.69,4.3
492,2006,12187,taj,gray,Taj Gray,PF-SF,80.5,231.0,84.75,107.0,6.8,8.886363636363637,9.613636363636363,28.5,33.0,11.02,5.5
493,2006,12188,dan,grunfeld,Dan Grunfeld,SF-SG,78.0,216.0,78.25,99.0,10.4,8.7125,9.2875,28.0,33.5,11.3,1.8
494,2006,12189,matt,haryasz,Matt Haryasz,PF-C,83.0,219.0,84.25,107.5,9.8,9.235294117647058,9.875,27.5,31.5,11.34,4.1
495,2006,12190,eric,hicks,Eric Hicks,PF,77.5,238.0,85.5,105.5,7.1,8.996644295302014,9.674496644295303,30.0,34.0,12.06,6.1
497,2006,200812,daniel,horton,Daniel Horton,PG-SG,74.25,198.0,79.0,96.5,8.0,8.302631578947368,9.078947368421053,30.0,36.5,10.35,4.9
499,2006,200780,solomon,jones,Solomon Jones,PF-C,81.75,224.0,88.75,109.0,7.4,9.235294117647058,9.875,32.0,39.0,11.27,3.6
501,2006,12193,marco,killingsworth,Marco Killingsworth,PF,78.75,266.0,87.0,104.0,19.0,8.996644295302014,9.674496644295303,28.0,32.0,11.42,10.2
502,2006,200814,tarence,kinsey,Tarence Kinsey,SF-SG,77.5,179.0,78.75,100.5,4.1,8.7125,9.2875,29.0,35.5,10.67,5.5
503,2006,12194,carl,krauser,Carl Krauser,PG,72.75,190.0,78.25,97.0,8.0,8.291353383458647,8.971804511278195,26.0,31.0,11.62,4.1
504,2006,200840,chris,mccray,Chris McCray,SG,76.0,187.0,77.75,96.5,9.6,8.537337662337663,9.238636363636363,30.5,39.0,11.46,2.8
505,2006,201019,gerry,mcnamara,Gerry McNamara,PG-SG,72.5,177.0,72.75,92.5,12.8,8.302631578947368,9.078947368421053,27.0,32.0,11.28,3.2
506,2006,200822,pops,mensah-bonsu,Pops Mensah-Bonsu,PF-C,81.0,232.0,84.0,105.5,5.8,9.235294117647058,9.875,31.5,36.0,11.47,3.5
507,2006,200859,paul,miller,Paul Miller,PF-C,81.25,251.0,84.0,101.5,13.8,9.235294117647058,9.875,29.0,35.5,12.25,4.8
508,2006,200794,paul,millsap,Paul Millsap,PF,79.25,258.0,85.5,105.5,9.7,8.996644295302014,9.674496644295303,28.5,32.5,11.67,10.8
509,2006,201383,dwayne,mitchell,Dwayne Mitchell,SG-SF,75.25,208.0,78.5,98.5,4.5,8.636904761904763,9.363095238095237,37.5,41.5,11.45,1.0
510,2006,200747,adam,morrison,Adam Morrison,SF,79.75,198.0,82.0,105.0,6.8,8.788461538461538,9.439903846153847,25.5,30.5,11.46,6.8
511,2006,12195,yemi,nicholson,Yemi Nicholson,PF-C,81.5,258.0,88.25,107.0,17.2,9.235294117647058,9.875,26.5,26.0,12.57,7.5
512,2006,200786,david,noel,David Noel,SF-SG,78.0,223.0,81.5,100.0,6.1,8.7125,9.2875,34.5,38.5,10.54,4.6
513,2006,200779,steve,novak,Steve Novak,SF,81.25,216.0,81.5,103.0,8.1,8.788461538461538,9.439903846153847,24.5,31.0,11.11,5.7
516,2006,200809,chris,quinn,Chris Quinn,PG-SG,73.5,175.0,77.0,94.0,5.9,8.302631578947368,9.078947368421053,32.0,37.0,11.25,4.2
517,2006,200810,allan,ray,Allan Ray,SG,74.25,204.0,80.5,99.5,9.8,8.537337662337663,9.238636363636363,28.5,35.5,11.01,4.4
518,2006,200755,jj,redick,JJ Redick,SG,76.75,190.0,75.25,97.5,7.0,8.537337662337663,9.238636363636363,27.5,33.0,10.94,7.8
519,2006,201015,antywane,robinson,Antywane Robinson,SF-PF,79.5,217.0,86.5,105.5,6.9,8.732142857142858,9.482142857142858,29.0,32.5,11.73,4.9
520,2006,200750,brandon,roy,Brandon Roy,SG-SF,78.25,207.0,80.0,101.0,7.6,8.636904761904763,9.363095238095237,34.0,40.5,11.13,7.0
521,2006,-1,blake,schilb,Blake Schilb,PG-SG,78.25,209.0,80.75,102.0,11.3,8.302631578947368,9.078947368421053,28.5,34.5,11.25,5.2
523,2006,200759,cedric,simmons,Cedric Simmons,PF-C,81.5,223.0,88.25,108.5,5.6,9.235294117647058,9.875,30.5,35.0,11.05,4.6
524,2006,201201,marcus,slaughter,Marcus Slaughter,PF-SF,80.0,220.0,83.5,104.5,8.5,8.886363636363637,9.613636363636363,30.0,34.0,11.56,5.4
525,2006,200783,craig,smith,Craig Smith,PF,78.5,259.0,81.5,103.5,12.2,8.996644295302014,9.674496644295303,30.0,29.5,11.59,6.7
526,2006,200848,steven,smith,Steven Smith,SF-PF,81.25,238.0,84.5,104.0,7.8,8.732142857142858,9.482142857142858,29.5,34.5,12.08,4.7
528,2006,12199,frans,steyn,Frans Steyn,C,86.5,280.0,86.25,109.0,12.8,9.194029850746269,9.936567164179104,28.5,29.5,11.67,0.6
529,2006,201028,curtis,stinson,Curtis Stinson,SG,74.75,208.0,77.0,97.5,6.0,8.537337662337663,9.238636363636363,28.0,31.5,10.95,3.3
530,2006,200748,tyrus,thomas,Tyrus Thomas,PF-SF,80.25,217.0,87.0,108.0,5.6,8.886363636363637,9.613636363636363,34.0,39.5,11.36,7.3
531,2006,12200,joah,tucker,Joah Tucker,SF-SG,77.25,224.0,78.5,99.5,7.0,8.7125,9.2875,29.0,34.0,11.58,0.2
532,2006,12201,ian,vouyoukas,Ian Vouyoukas,C-PF,81.5,267.0,84.75,108.5,14.8,8.895833333333334,9.916666666666666,23.0,28.0,13.7,3.4
533,2006,200827,darius,washington,Darius Washington,PG,73.0,195.0,76.0,96.0,9.7,8.291353383458647,8.971804511278195,29.0,37.5,10.71,3.7
534,2006,201228,cj,watson,CJ Watson,PG,73.75,171.0,78.0,96.0,5.2,8.291353383458647,8.971804511278195,31.5,34.0,11.61,4.3
535,2006,200766,marcus,williams,Marcus Williams,PG,75.25,215.0,79.0,97.5,12.4,8.291353383458647,8.971804511278195,24.5,28.0,11.3,3.1
536,2006,200761,shawne,williams,Shawne Williams,SF-PF,80.75,227.0,87.0,104.0,8.0,8.732142857142858,9.482142857142858,32.0,31.0,10.69,5.3
537,2006,200818,justin,williams,Justin Williams,C-PF,80.75,211.0,85.5,109.0,6.5,8.895833333333334,9.916666666666666,26.5,31.5,11.9,4.9
538,2006,200749,shelden,williams,Shelden Williams,PF-C,80.5,258.0,88.25,104.0,11.4,9.235294117647058,9.875,29.0,33.5,11.53,9.1
540,2006,202124,curtis,withers,Curtis Withers,PF-SF,78.5,227.0,82.0,101.0,5.0,8.886363636363637,9.613636363636363,35.0,36.5,11.54,4.9
541,2007,12204,mohamed,abukar,Mohamed Abukar,SF,81.75,210.0,81.0,103.0,8.9,8.788461538461538,9.439903846153847,30.5,35.0,11.78,0.7
542,2007,12205,mario,boggan,Mario Boggan,PF,79.0,240.0,86.0,107.0,9.2,8.996644295302014,9.674496644295303,24.0,26.5,12.18,0.4
543,2007,12206,craig,bradshaw,Craig Bradshaw,PF,81.75,240.0,85.5,106.5,12.1,8.996644295302014,9.674496644295303,26.0,28.0,11.88,5.1
544,2007,201147,corey,brewer,Corey Brewer,SF-SG,79.75,185.0,80.25,103.0,4.2,8.7125,9.2875,30.5,36.5,11.69,5.1
545,2007,201166,aaron,brooks,Aaron Brooks,PG,71.75,161.0,76.0,94.0,2.7,8.291353383458647,8.971804511278195,32.5,39.5,10.57,5.7
546,2007,201628,bobby,brown,Bobby Brown,PG,73.75,170.0,76.0,95.5,6.6,8.291353383458647,8.971804511278195,32.5,41.0,11.27,4.2
547,2007,201469,russell,carter,Russell Carter,SG,76.5,221.0,80.5,97.5,6.0,8.537337662337663,9.238636363636363,33.0,38.5,11.61,4.1
548,2007,12207,coleman,collins,Coleman Collins,PF,81.75,236.0,86.0,107.0,6.2,8.996644295302014,9.674496644295303,30.0,35.0,11.47,3.1
549,2007,201144,mike,conley,Mike Conley,PG,72.75,175.0,77.75,94.5,4.2,8.291353383458647,8.971804511278195,35.5,40.5,11.63,6.1
550,2007,201161,daequan,cook,Daequan Cook,SG,77.75,203.0,80.25,101.5,7.0,8.537337662337663,9.238636363636363,30.0,34.5,11.12,3.5
551,2007,12208,ryvon,covile,Ryvon Covile,C-PF,80.5,250.0,85.25,107.5,8.0,8.895833333333334,9.916666666666666,25.0,30.5,12.52,4.6
552,2007,201159,javaris,crittenton,Javaris Crittenton,PG,76.75,194.0,77.5,98.0,4.5,8.291353383458647,8.971804511278195,32.5,38.0,11.6,3.6
553,2007,201176,jermareo,davidson,Jermareo Davidson,PF,83.0,230.0,88.0,109.5,6.9,8.996644295302014,9.674496644295303,27.0,30.0,12.63,2.7
554,2007,12209,justin,doellman,Justin Doellman,PF,81.5,205.0,80.75,105.0,7.0,8.996644295302014,9.674496644295303,28.932608695652174,33.63695652173913,11.593991228070175,5.1
555,2007,12210,zabian,dowdell,Zabian Dowdell,PG,75.0,191.0,82.0,100.0,5.1,8.291353383458647,8.971804511278195,30.0,33.5,11.13,5.4
556,2007,201162,jared,dudley,Jared Dudley,SF,79.25,219.0,79.0,102.0,7.1,8.788461538461538,9.439903846153847,28.0,32.0,11.32,5.8
557,2007,201142,kevin,durant,Kevin Durant,SF-PF,82.25,215.0,88.75,110.0,6.6,8.732142857142858,9.482142857142858,26.0,33.5,12.33,8.8
558,2007,12211,rashaun,freeman,Rashaun Freeman,PF,80.0,244.0,83.5,104.0,11.5,8.996644295302014,9.674496644295303,28.0,32.0,11.43,4.9
559,2007,201189,aaron,gray,Aaron Gray,C,85.75,271.0,87.25,108.5,10.8,9.194029850746269,9.936567164179104,27.0,32.5,12.07,6.8
560,2007,12212,caleb,green,Caleb Green,PF,80.0,238.0,83.75,103.0,10.9,8.996644295302014,9.674496644295303,28.5,36.0,11.72,6.7
561,2007,201145,jeff,green,Jeff Green,SF,81.5,228.0,85.25,103.0,3.7,8.788461538461538,9.439903846153847,33.5,38.0,12.0,6.3
562,2007,201192,taurean,green,Taurean Green,PG,72.75,173.0,74.25,96.0,4.6,8.291353383458647,8.971804511278195,29.0,32.5,11.3,5.3
563,2007,201150,spencer,hawes,Spencer Hawes,PF,84.75,244.0,84.5,110.0,13.0,8.996644295302014,9.674496644295303,26.0,29.0,11.88,4.4
564,2007,12214,brandon,heath,Brandon Heath,PG,75.75,181.0,79.0,94.0,9.0,8.291353383458647,8.971804511278195,32.0,36.0,11.39,3.7
565,2007,201195,herbert,hill,Herbert Hill,C,81.75,232.0,86.25,108.5,5.6,9.194029850746269,9.936567164179104,30.5,34.0,12.31,6.3
566,2007,201143,al,horford,Al Horford,PF,81.75,246.0,84.75,107.0,9.1,8.996644295302014,9.674496644295303,31.0,35.5,12.15,7.5
567,2007,12215,quinton,hosley,Quinton Hosley,SF-SG,79.75,215.0,83.25,105.0,5.7,8.7125,9.2875,28.5,34.0,12.47,4.0
568,2007,12216,james,hughes,James Hughes,C,82.75,209.0,87.0,111.0,3.5,9.194029850746269,9.936567164179104,31.0,33.0,13.31,2.6
569,2007,12217,jeremy,hunt,Jeremy Hunt,SG,76.75,198.0,80.25,101.5,5.2,8.537337662337663,9.238636363636363,30.5,33.0,12.11,4.9
570,2007,12218,ekene,ibekwe,Ekene Ibekwe,PF,81.0,208.0,90.0,104.0,3.2,8.996644295302014,9.674496644295303,34.5,39.0,11.0,4.6
571,2007,12219,dominic,james,Dominic James,PG,71.75,175.0,74.0,93.0,4.8,8.291353383458647,8.971804511278195,33.5,38.5,10.94,2.3
572,2007,201234,trey,johnson,Trey Johnson,SG,77.75,216.0,77.0,98.0,5.4,8.537337662337663,9.238636363636363,26.5,35.0,11.78,1.5
573,2007,12220,rashad,jones-jennings,Rashad Jones-Jennings,PF,79.5,235.0,84.0,105.5,5.9,8.996644295302014,9.674496644295303,25.0,30.0,12.18,3.4
574,2007,201185,jared,jordan,Jared Jordan,PG,73.75,183.0,72.0,94.0,7.0,8.291353383458647,8.971804511278195,24.5,28.5,11.02,4.0
575,2007,201207,coby,karl,Coby Karl,SG-PG,76.75,204.0,83.0,99.5,5.4,8.557692307692308,9.326923076923077,32.0,34.5,11.57,4.1
576,2007,12221,antanas,kavaliauskas,Antanas Kavaliauskas,PF,82.5,237.0,82.5,106.5,7.7,8.996644295302014,9.674496644295303,25.5,30.0,11.19,5.2
577,2007,201171,carl,landry,Carl Landry,PF,80.5,248.0,83.0,102.5,7.5,8.996644295302014,9.674496644295303,31.5,36.5,11.35,8.4
578,2007,201186,stephane,lasme,Stephane Lasme,PF,79.0,213.0,86.0,107.0,4.9,8.996644295302014,9.674496644295303,29.5,36.0,11.73,7.5
579,2007,201151,acie,law,Acie Law,PG,75.5,186.0,78.5,98.0,5.6,8.291353383458647,8.971804511278195,29.0,34.0,11.0,5.9
581,2007,12223,ron,lewis,Ron Lewis,SG,76.5,194.0,78.5,99.0,4.5,8.537337662337663,9.238636363636363,33.0,38.0,11.59,5.1
582,2007,201858,cartier,martin,Cartier Martin,SF,78.5,218.0,82.0,103.5,5.6,8.788461538461538,9.439903846153847,27.0,29.5,12.1,5.4
583,2007,201187,dominic,mcguire,Dominic McGuire,SF,80.25,220.0,82.5,104.0,4.7,8.788461538461538,9.439903846153847,28.5,34.5,10.95,2.5
584,2007,201177,josh,mcroberts,Josh McRoberts,PF,82.0,240.0,85.0,106.5,13.7,8.996644295302014,9.674496644295303,27.5,31.5,11.7,6.0
585,2007,201197,sammy,mejia,Sammy Mejia,SG,79.0,218.0,83.0,105.0,8.3,8.537337662337663,9.238636363636363,27.0,31.5,11.87,3.9
587,2007,201193,demetris,nichols,Demetris Nichols,SF,79.5,211.0,84.25,105.0,6.2,8.788461538461538,9.439903846153847,28.5,32.5,10.39,5.9
588,2007,201149,joakim,noah,Joakim Noah,PF,84.0,223.0,85.25,106.5,4.8,8.996644295302014,9.674496644295303,32.5,37.5,11.79,7.7
589,2007,201141,greg,oden,Greg Oden,C,84.0,257.0,88.25,112.0,7.8,9.194029850746269,9.936567164179104,32.0,34.0,11.67,8.2
590,2007,12225,ivan,radenovic,Ivan Radenovic,PF,82.75,226.0,83.75,106.0,9.8,8.996644295302014,9.674496644295303,23.0,28.0,11.61,4.5
591,2007,12226,jr,reynolds,JR Reynolds,PG,74.75,188.0,75.25,95.0,8.2,8.291353383458647,8.971804511278195,27.5,34.5,11.69,2.1
592,2007,201181,chris,richard,Chris Richard,PF,80.75,252.0,88.5,110.5,7.5,8.996644295302014,9.674496644295303,26.5,30.5,11.39,3.4
